number,date_time,acc_x,acc_y,acc_z
908,12/01/2024 04:45,-1.025,-0.125,0.175
909,12/01/2024 05:00,0.4,-0.35,0.825
910,12/01/2024 05:15,-1.125,0.15,0.4
911,12/01/2024 05:30,-0.925,-0.3,0.225
912,12/01/2024 05:45,-0.975,0.175,0.25
913,12/01/2024 06:00,-0.7,0.075,0.55
914,12/01/2024 06:15,-1,-0.15,-0.1
915,12/01/2024 06:30,-0.975,0.05,0.225
916,12/01/2024 06:45,-1.125,-0.3,0
917,12/01/2024 07:00,-1.275,-0.375,-0.075
918,12/01/2024 07:15,-0.5,-0.725,0.6
919,12/01/2024 07:30,-1.025,-0.475,0.4
920,12/01/2024 07:45,-1.125,-0.225,0.025
921,12/01/2024 08:00,-0.875,-0.15,-0.6
922,12/01/2024 08:15,0.225,-0.575,0.85
923,12/01/2024 08:30,-0.775,-0.025,-0.575
924,12/01/2024 08:45,-1.025,0.1,0.3
925,12/01/2024 09:00,-1.025,-0.15,0.1
926,12/01/2024 09:15,-0.875,-0.45,0.075
927,12/01/2024 09:30,-1.025,-0.125,0.025
928,12/01/2024 09:45,-0.925,-0.275,0.475
929,12/01/2024 10:00,-1.1,-0.125,-0.1
930,12/01/2024 10:15,0.325,-0.025,0.975
931,12/01/2024 10:30,-0.225,0.1,0.975
932,12/01/2024 10:45,-1.075,-0.3,0.1
933,12/01/2024 11:00,-0.575,-0.6,0.725
934,12/01/2024 11:15,-1.175,-0.325,0.025
935,12/01/2024 11:30,-0.75,-0.175,0.675
936,12/01/2024 11:45,0.85,-0.325,-0.225
937,12/01/2024 12:00,-0.75,0.025,0.6
938,12/01/2024 12:15,-0.925,-0.3,-0.45
939,12/01/2024 12:30,0.4,-0.225,0.95
940,12/01/2024 12:45,-1,0.15,0
941,12/01/2024 13:00,1.025,-0.525,0.875
942,12/01/2024 13:15,-0.95,-0.25,-0.375
943,12/01/2024 13:30,-1.025,-0.475,0.1
944,12/01/2024 13:45,-0.875,-0.275,-0.375
945,12/01/2024 14:00,-0.2,-1.05,-0.25
946,12/01/2024 14:15,-0.525,-0.975,0.575
947,12/01/2024 14:30,-0.1,-1.075,-0.075
948,12/01/2024 14:45,-0.975,-0.575,0.025
949,12/01/2024 15:00,-0.925,-0.125,0.475
950,12/01/2024 15:15,-0.975,0.1,-0.3
951,12/01/2024 15:30,0.7,-0.3,0.675
952,12/01/2024 15:45,-1.025,-0.225,-0.125
953,12/01/2024 16:00,-0.525,-0.75,-0.425
954,12/01/2024 16:15,-1.025,0.175,0.275
955,12/01/2024 16:30,-0.75,-0.225,0.65
956,12/01/2024 16:45,0.25,0.025,0.925
957,12/01/2024 17:00,-1.125,-0.025,0.225
958,12/01/2024 17:15,-0.975,0.125,-0.25
959,12/01/2024 17:30,-1,0.2,-0.15
960,12/01/2024 17:45,-1.075,-0.35,-0.15
961,12/01/2024 18:00,-0.875,-0.35,0.1
962,12/01/2024 18:15,-1.075,0.025,0.2
963,12/01/2024 18:30,-1,0.225,0.125
964,12/01/2024 18:45,-0.75,-0.125,-0.375
965,12/01/2024 19:00,-0.975,0.2,-0.15
966,12/01/2024 19:15,-1.075,0.1,-0.025
967,12/01/2024 19:30,-1.1,0.05,0.225
968,12/01/2024 19:45,-0.125,-0.2,1.025
969,12/01/2024 20:00,-1,-0.15,0.025
970,12/01/2024 20:15,-0.875,0.025,-0.2
971,12/01/2024 20:30,-1.025,-0.175,0.175
972,12/01/2024 20:45,-1.075,-0.2,0.05
973,12/01/2024 21:00,-1.025,-0.25,0.325
974,12/01/2024 21:15,-0.925,-0.3,0.15
975,12/01/2024 21:30,-1.025,-0.325,0.1
976,12/01/2024 21:45,-0.725,-0.9,0.25
977,12/01/2024 22:00,-1,-0.125,0.3
978,12/01/2024 22:15,-1.125,0.05,0.125
979,12/01/2024 22:30,-1.025,-0.25,0.175
980,12/01/2024 22:45,-1,-0.2,-0.05
981,12/01/2024 23:00,-1.025,-0.15,0.1
982,12/01/2024 23:15,-1.025,-0.15,0.125
983,12/01/2024 23:30,-0.975,-0.3,0.1
984,12/01/2024 23:45,-1.05,-0.25,0.075
985,12/02/2024 00:00,-1,-0.025,0.175
986,12/02/2024 00:15,-1.025,-0.225,0
987,12/02/2024 00:30,-1.075,0.075,0.175
988,12/02/2024 00:45,-1.025,-0.325,0.275
989,12/02/2024 01:00,-1.05,-0.25,0.25
990,12/02/2024 01:15,-1.05,-0.425,0.025
991,12/02/2024 01:30,-1.025,0.025,-0.125
992,12/02/2024 01:45,-0.975,-0.325,0.075
993,12/02/2024 02:00,-1.05,-0.325,0.15
994,12/02/2024 02:15,-0.3,0.3,0.925
995,12/02/2024 02:30,-1.125,-0.2,0.175
996,12/02/2024 02:45,-1,-0.325,-0.05
997,12/02/2024 03:00,-0.95,-0.2,-0.275
998,12/02/2024 03:15,-0.9,-0.075,-0.15
999,12/02/2024 03:30,-1.1,-0.15,-0.075
1000,12/02/2024 03:45,-1.025,-0.225,-0.1
1001,12/02/2024 04:00,-1.075,-0.225,-0.15
1002,12/02/2024 04:15,-1.025,-0.15,-0.225
1003,12/02/2024 04:30,-1.075,-0.175,0.025
1004,12/02/2024 04:45,-1.05,-0.325,0.125
1005,12/02/2024 05:00,-0.975,-0.325,-0.125
1006,12/02/2024 05:15,-1.025,-0.175,-0.075
1007,12/02/2024 05:30,-1.075,-0.25,-0.025
1008,12/02/2024 05:45,-1.025,-0.175,0.025
1009,12/02/2024 06:00,-0.975,-0.275,0.025
1010,12/02/2024 06:15,-1.025,-0.275,0.175
1011,12/02/2024 06:30,-1,-0.15,0.025
1012,12/02/2024 06:45,-1.025,-0.25,0.125
1013,12/02/2024 07:00,-1.025,-0.025,0.05
1014,12/02/2024 07:15,-1.025,-0.2,0.05
1015,12/02/2024 07:30,-1.025,-0.275,0
1016,12/02/2024 07:45,-1.075,-0.2,0.075
1017,12/02/2024 08:00,-1.05,-0.175,0.025
1018,12/02/2024 08:15,-1.05,-0.125,0.125
1019,12/02/2024 08:30,-1.025,-0.075,-0.1
1020,12/02/2024 08:45,-1.025,-0.2,0.05
1021,12/02/2024 09:00,-1.075,-0.125,-0.1
1022,12/02/2024 09:15,-0.975,-0.125,-0.1
1023,12/02/2024 09:30,-1.025,-0.25,-0.075
1024,12/02/2024 09:45,-1.05,-0.1,-0.175
1025,12/02/2024 10:00,-1,-0.3,-0.075
1026,12/02/2024 10:15,-1.025,-0.25,-0.225
1027,12/02/2024 10:30,-1.05,-0.3,-0.075
1028,12/02/2024 10:45,-1.025,-0.125,-0.05
1029,12/02/2024 11:00,-1.05,-0.225,0
1030,12/02/2024 11:15,-1.025,-0.175,0.025
1031,12/02/2024 11:30,-1.025,-0.2,0.025
1032,12/02/2024 11:45,-1.025,-0.15,0.05
1033,12/02/2024 12:00,-1.025,-0.175,0.1
1034,12/02/2024 12:15,-1.025,-0.175,0.075
1035,12/02/2024 12:30,-1.025,-0.25,0.125
1036,12/02/2024 12:45,-1.05,-0.225,0.05
1037,12/02/2024 13:00,-1.025,-0.15,0.1
1038,12/02/2024 13:15,-1.025,-0.15,0.05
1039,12/02/2024 13:30,-1.025,-0.15,0.05
1040,12/02/2024 13:45,-1.025,-0.225,0.025
1041,12/02/2024 14:00,-1.025,-0.125,0.05
1042,12/02/2024 14:15,-1.025,-0.175,0.075
1043,12/02/2024 14:30,-1.05,-0.225,0.125
1044,12/02/2024 14:45,-1.025,-0.15,0.025
1045,12/02/2024 15:00,-1.025,-0.15,0.075
1046,12/02/2024 15:15,-1.025,-0.2,0.125
1047,12/02/2024 15:30,-1.025,-0.2,0
1048,12/02/2024 15:45,-1.05,-0.275,0
1049,12/02/2024 16:00,-1.025,-0.225,0.025
1050,12/02/2024 16:15,-1.025,-0.175,0.025
1051,12/02/2024 16:30,-1.025,-0.15,-0.05
1052,12/02/2024 16:45,-1.05,-0.225,-0.125
1053,12/02/2024 17:00,-1.025,-0.15,-0.1
1054,12/02/2024 17:15,-1,-0.3,-0.1
1055,12/02/2024 17:30,-1.05,-0.125,-0.125
1056,12/02/2024 17:45,-1.05,-0.275,-0.175
1057,12/02/2024 18:00,-0.975,-0.225,-0.175
1058,12/02/2024 18:15,-0.95,-0.475,-0.125
1059,12/02/2024 18:30,-1.025,-0.3,-0.175
1060,12/02/2024 18:45,-0.975,-0.325,-0.25
1061,12/02/2024 19:00,-1.075,-0.1,-0.15
1062,12/02/2024 19:15,-1.025,0.025,-0.325
1063,12/02/2024 19:30,-1.025,-0.125,-0.15
1064,12/02/2024 19:45,-1.025,-0.375,-0.075
1065,12/02/2024 20:00,-1.025,-0.175,0
1066,12/02/2024 20:15,-1.025,-0.225,-0.025
1067,12/02/2024 20:30,-1.025,-0.2,0.05
1068,12/02/2024 20:45,-1.05,-0.275,0.025
1069,12/02/2024 21:00,-1.025,-0.25,0.025
1070,12/02/2024 21:15,-1.05,-0.15,0.025
1071,12/02/2024 21:30,-1.025,-0.15,0.075
1072,12/02/2024 21:45,-1,-0.25,0.025
1073,12/02/2024 22:00,-1.025,-0.2,0
1074,12/02/2024 22:15,-1.025,-0.125,0.05
1075,12/02/2024 22:30,-1,-0.325,0.05
1076,12/02/2024 22:45,-1.025,-0.225,0.05
1077,12/02/2024 23:00,-1.025,-0.225,0.025
1078,12/02/2024 23:15,-1.025,-0.1,0.075
1079,12/02/2024 23:30,-1.05,-0.35,-0.075
1080,12/02/2024 23:45,-1.025,-0.2,-0.125
1081,12/03/2024 00:00,-1.025,-0.175,0.05
1082,12/03/2024 00:15,-1.025,-0.25,-0.05
1083,12/03/2024 00:30,-1.075,-0.175,0.075
1084,12/03/2024 00:45,-1.025,-0.125,0.025
1085,12/03/2024 01:00,-1,-0.15,-0.125
1086,12/03/2024 01:15,-1.025,-0.2,0
1087,12/03/2024 01:30,-1.025,-0.175,-0.05
1088,12/03/2024 01:45,-1,-0.175,-0.175
1089,12/03/2024 02:00,-1.025,-0.275,-0.15
1090,12/03/2024 02:15,-1.075,-0.15,-0.075
1091,12/03/2024 02:30,-1,-0.25,-0.175
1092,12/03/2024 02:45,-1.05,-0.2,-0.075
1093,12/03/2024 03:00,-1.025,-0.225,-0.025
1094,12/03/2024 03:15,-1.05,-0.2,-0.075
1095,12/03/2024 03:30,-0.975,-0.425,-0.125
1096,12/03/2024 03:45,-1.025,-0.275,-0.05
1097,12/03/2024 04:00,-1,-0.3,-0.125
1098,12/03/2024 04:15,-0.975,-0.325,-0.25
1099,12/03/2024 04:30,-1,-0.3,-0.2
1100,12/03/2024 04:45,-1.025,-0.25,-0.025
1101,12/03/2024 05:00,-1.025,-0.325,0.025
1102,12/03/2024 05:15,-1.05,-0.2,-0.15
1103,12/03/2024 05:30,-1.05,-0.075,-0.125
1104,12/03/2024 05:45,-1,-0.325,0
1105,12/03/2024 06:00,-1,-0.3,-0.075
1106,12/03/2024 06:15,-1.025,-0.15,-0.025
1107,12/03/2024 06:30,-1.025,-0.3,0.1
1108,12/03/2024 06:45,-1.025,-0.075,-0.15
1109,12/03/2024 07:00,-1.05,-0.2,-0.1
1110,12/03/2024 07:15,-1.025,-0.125,-0.175
1111,12/03/2024 07:30,-1,-0.4,-0.15
1112,12/03/2024 07:45,-1.05,-0.25,-0.1
1113,12/03/2024 08:00,-1.05,-0.125,0
1114,12/03/2024 08:15,-1.05,-0.275,-0.1
1115,12/03/2024 08:30,-1.075,-0.05,-0.1
1116,12/03/2024 08:45,-0.975,0.1,-0.2
1117,12/03/2024 09:00,-1.025,-0.125,0.025
1118,12/03/2024 09:15,-0.925,0.275,-0.275
1119,12/03/2024 09:30,-1.125,-0.15,0.075
1120,12/03/2024 09:45,-1.075,-0.3,0.075
1121,12/03/2024 10:00,-1.025,0.1,0.025
1122,12/03/2024 10:15,-1.025,-0.325,0.1
1123,12/03/2024 10:30,-0.975,-0.175,0.275
1124,12/03/2024 10:45,-1,-0.475,-0.025
1125,12/03/2024 11:00,-0.9,-0.55,0.025
1126,12/03/2024 11:15,-0.925,-0.475,-0.2
1127,12/03/2024 11:30,-1.025,0.075,-0.2
1128,12/03/2024 11:45,-1,-0.075,-0.325
1129,12/03/2024 12:00,-0.975,-0.325,-0.075
1130,12/03/2024 12:15,-0.925,-0.475,-0.275
1131,12/03/2024 12:30,-1,-0.2,-0.225
1132,12/03/2024 12:45,-1.025,-0.3,-0.1
1133,12/03/2024 13:00,-1,-0.275,-0.175
1134,12/03/2024 13:15,-1.05,-0.25,-0.1
1135,12/03/2024 13:30,-1.05,-0.25,0.275
1136,12/03/2024 13:45,-1.1,-0.25,0.025
1137,12/03/2024 14:00,-1.025,-0.375,0.125
1138,12/03/2024 14:15,0.75,0.5,0.675
1139,12/03/2024 14:30,-0.975,-0.475,0.325
1140,12/03/2024 14:45,-1.075,-0.3,0.025
1141,12/03/2024 15:00,-1.025,0.1,0.125
1142,12/03/2024 15:15,-0.975,0.025,0.175
1143,12/03/2024 15:30,-1.025,-0.35,0.275
1144,12/03/2024 15:45,-0.675,-0.775,-0.1
1145,12/03/2024 16:00,0.075,-0.075,1.05
1146,12/03/2024 16:15,-0.925,-0.2,-0.4
1147,12/03/2024 16:30,-0.925,-0.15,-0.475
1148,12/03/2024 16:45,-0.9,-0.375,0.25
1149,12/03/2024 17:00,0.025,0.225,-0.45
1150,12/03/2024 17:15,-1,-0.325,-0.125
1151,12/03/2024 17:30,0.1,-0.05,-0.925
1152,12/03/2024 17:45,-0.65,0.175,-0.775
1153,12/03/2024 18:00,-0.975,-0.475,-0.35
1154,12/03/2024 18:15,-0.825,-0.45,-0.325
1155,12/03/2024 18:30,-1.15,-0.2,-0.1
1156,12/03/2024 18:45,-1.05,-0.075,-0.175
1157,12/03/2024 19:00,-1,-0.35,0
1158,12/03/2024 19:15,-0.85,0.1,-0.55
1159,12/03/2024 19:30,-0.9,-0.3,-0.4
1160,12/03/2024 19:45,-1.025,-0.175,-0.175
1161,12/03/2024 20:00,-1.025,-0.075,-0.075
1162,12/03/2024 20:15,-0.975,-0.325,-0.1
1163,12/03/2024 20:30,-1.075,-0.25,0.075
1164,12/03/2024 20:45,-1,-0.125,-0.1
1165,12/03/2024 21:00,-1.075,-0.2,0
1166,12/03/2024 21:15,-1.025,-0.225,-0.05
1167,12/03/2024 21:30,-1.025,-0.15,0
1168,12/03/2024 21:45,-1.025,-0.1,-0.025
1169,12/03/2024 22:00,-1.025,-0.2,0
1170,12/03/2024 22:15,-1.025,-0.15,0
1171,12/03/2024 22:30,-1.025,-0.125,0.025
1172,12/03/2024 22:45,-1.025,-0.25,-0.025
1173,12/03/2024 23:00,-1.025,-0.2,0
1174,12/03/2024 23:15,-1.025,-0.225,0.05
1175,12/03/2024 23:30,-1.025,-0.175,0.025
1176,12/03/2024 23:45,-1.025,-0.075,0
1177,12/04/2024 00:00,-1,0.2,0.05
1178,12/04/2024 00:15,-1.025,-0.3,-0.025
1179,12/04/2024 00:30,-1,-0.125,0
1180,12/04/2024 00:45,-1.075,-0.175,0.05
1181,12/04/2024 01:00,-1.075,-0.25,0
1182,12/04/2024 01:15,-1.05,-0.25,0
1183,12/04/2024 01:30,-1.05,-0.1,0.075
1184,12/04/2024 01:45,-1.025,-0.225,0.15
1185,12/04/2024 02:00,-1.05,-0.225,0.075
1186,12/04/2024 02:15,-0.625,-0.2,0.825
1187,12/04/2024 02:30,-1,-0.35,0.075
1188,12/04/2024 02:45,-0.975,-0.025,0.125
1189,12/04/2024 03:00,-0.675,-0.975,-0.175
1190,12/04/2024 03:15,-0.975,-0.125,0.1
1191,12/04/2024 03:30,-1.075,0,-0.025
1192,12/04/2024 03:45,-1,-0.275,0
1193,12/04/2024 04:00,-1.025,-0.4,0.325
1194,12/04/2024 04:15,-1.075,-0.125,0.225
1195,12/04/2024 04:30,-1.025,-0.175,0.125
1196,12/04/2024 04:45,-1.075,-0.1,0.1
1197,12/04/2024 05:00,-0.975,-0.3,0.025
1198,12/04/2024 05:15,-1.05,-0.15,0.125
1199,12/04/2024 05:30,-1.025,-0.225,0.025
1200,12/04/2024 05:45,-1.025,-0.175,0.125
1201,12/04/2024 06:00,-1.025,-0.2,0.05
1202,12/04/2024 06:15,-1.025,-0.175,0.05
1203,12/04/2024 06:30,-1.025,-0.175,0.075
1204,12/04/2024 06:45,-1.025,-0.225,0.05
1205,12/04/2024 07:00,-1.025,-0.15,0.075
1206,12/04/2024 07:15,-1.025,-0.15,0.075
1207,12/04/2024 07:30,-1.05,-0.15,0.05
1208,12/04/2024 07:45,-1.025,-0.175,0.075
1209,12/04/2024 08:00,-1.025,-0.175,0.075
1210,12/04/2024 08:15,-1.025,-0.225,0.1
1211,12/04/2024 08:30,-1.025,-0.125,0.075
1212,12/04/2024 08:45,-0.975,-0.275,0.225
1213,12/04/2024 09:00,-1.075,-0.125,0.025
1214,12/04/2024 09:15,-1.075,-0.375,0.125
1215,12/04/2024 09:30,0.05,0.1,1.025
1216,12/04/2024 09:45,-1.025,-0.25,-0.075
1217,12/04/2024 10:00,-0.875,-0.575,-0.225
1218,12/04/2024 10:15,-1,-0.45,0.475
1219,12/04/2024 10:30,-1.025,-0.225,-0.075
1220,12/04/2024 10:45,-0.525,-1.025,0.025
1221,12/04/2024 11:00,-1,-0.1,0.325
1222,12/04/2024 11:15,-1.025,-0.325,-0.075
1223,12/04/2024 11:30,-0.825,-0.75,0.425
1224,12/04/2024 11:45,-0.625,-0.975,0.1
1225,12/04/2024 12:00,-1.05,0.1,0.05
1226,12/04/2024 12:15,-1.05,-0.225,0.05
1227,12/04/2024 12:30,-0.975,0,0.325
1228,12/04/2024 12:45,-1.075,-0.15,0.075
1229,12/04/2024 13:00,-0.95,0.175,-0.25
1230,12/04/2024 13:15,-1.025,-0.25,-0.325
1231,12/04/2024 13:30,0.05,0.1,-0.95
1232,12/04/2024 13:45,-0.6,-0.075,0.875
1233,12/04/2024 14:00,-0.875,-0.15,0.4
1234,12/04/2024 14:15,-1.05,-0.225,0.05
1235,12/04/2024 14:30,-1,-0.15,0.325
1236,12/04/2024 14:45,-1.1,-0.175,0.025
1237,12/04/2024 15:00,-0.95,-0.325,0.425
1238,12/04/2024 15:15,-1,-0.3,0.225
1239,12/04/2024 15:30,-1.05,-0.35,-0.15
1240,12/04/2024 15:45,-0.725,-0.7,-0.35
1241,12/04/2024 16:00,-1,0.15,0.2
1242,12/04/2024 16:15,-1.025,-0.2,0.35
1243,12/04/2024 16:30,-0.875,0.1,0.575
1244,12/04/2024 16:45,-0.125,-1.125,0.125
1245,12/04/2024 17:00,-1.025,-0.3,-0.275
1246,12/04/2024 17:15,-1.15,0.2,0
1247,12/04/2024 17:30,-0.65,-0.525,0.475
1248,12/04/2024 17:45,-1.175,-0.075,-0.15
1249,12/04/2024 18:00,-0.125,-0.275,1
1250,12/04/2024 18:15,-0.675,-0.225,0.775
1251,12/04/2024 18:30,-0.6,-0.925,0.05
1252,12/04/2024 18:45,-0.85,-0.375,0.525
1253,12/04/2024 19:00,-0.525,-0.225,0.8
1254,12/04/2024 19:15,-1.025,-0.55,-0.15
1255,12/04/2024 19:30,-0.5,0.2,-0.875
1256,12/04/2024 19:45,-1.225,-0.025,-0.25
1257,12/04/2024 20:00,-0.675,-0.425,-0.675
1258,12/04/2024 20:15,-0.85,-0.15,0.1
1259,12/04/2024 20:30,-1.05,-0.275,0.475
1260,12/04/2024 20:45,-1.175,0,-0.05
1261,12/04/2024 21:00,-0.75,-0.45,0.55
1262,12/04/2024 21:15,0.7,-0.675,-0.15
1263,12/04/2024 21:30,-0.575,-0.375,0.8
1264,12/04/2024 21:45,-1.1,-0.125,0.25
1265,12/04/2024 22:00,-1.025,-0.225,-0.15
1266,12/04/2024 22:15,-1.075,-0.475,-0.025
1267,12/04/2024 22:30,-1.125,-0.3,0.025
1268,12/04/2024 22:45,-0.9,0.325,-0.225
1269,12/04/2024 23:00,-0.85,-0.575,0.525
1270,12/04/2024 23:15,-1,-0.3,0.2
1271,12/04/2024 23:30,-0.9,-0.55,0.3
1272,12/04/2024 23:45,0.025,-0.125,1.125
1273,12/05/2024 00:00,-0.9,-0.725,-0.3
1274,12/05/2024 00:15,0.025,0.475,0.95
1275,12/05/2024 00:30,-0.75,-0.075,-0.425
1276,12/05/2024 00:45,-0.4,-0.85,-0.55
1277,12/05/2024 01:00,0.775,0.15,-0.325
1278,12/05/2024 01:15,-1.025,-0.475,-0.125
1279,12/05/2024 01:30,0.2,-0.275,-0.925
1280,12/05/2024 01:45,-0.95,-0.35,0.275
1281,12/05/2024 02:00,-0.975,-0.075,0.25
1282,12/05/2024 02:15,-0.95,-0.675,0.2
1283,12/05/2024 02:30,-1.05,-0.275,-0.075
1284,12/05/2024 02:45,-0.55,-0.15,0.9
1285,12/05/2024 03:00,-0.875,-0.525,0.425
1286,12/05/2024 03:15,-0.925,0.075,0.475
1287,12/05/2024 03:30,-1.025,-0.275,-0.05
1288,12/05/2024 03:45,-1,-0.125,0.05
1289,12/05/2024 04:00,-1.05,0.15,-0.125
1290,12/05/2024 04:15,-1.075,-0.2,0.325
1291,12/05/2024 04:30,-0.975,-0.075,-0.075
1292,12/05/2024 04:45,-1.025,-0.2,-0.125
1293,12/05/2024 05:00,-1.05,0.2,0.025
1294,12/05/2024 05:15,-0.975,-0.075,0.325
1295,12/05/2024 05:30,-0.125,0.025,1.05
1296,12/05/2024 05:45,-1.05,-0.1,0
1297,12/05/2024 06:00,-1.025,0.3,-0.025
1298,12/05/2024 06:15,-1.075,-0.025,0.125
1299,12/05/2024 06:30,-1.025,-0.25,0.15
1300,12/05/2024 06:45,-0.975,-0.075,-0.2
1301,12/05/2024 07:00,-0.9,0.025,-0.025
1302,12/05/2024 07:15,-0.875,0.4,0.425
1303,12/05/2024 07:30,-1.05,-0.15,-0.075
1304,12/05/2024 07:45,-1.025,-0.4,0.275
1305,12/05/2024 08:00,-1.075,-0.1,0.2
1306,12/05/2024 08:15,-1.125,-0.3,0.225
1307,12/05/2024 08:30,-0.925,-0.2,0.325
1308,12/05/2024 08:45,-0.6,-0.025,0.775
1309,12/05/2024 09:00,0.1,0.05,1.025
1310,12/05/2024 09:15,-0.975,-0.275,0.15
1311,12/05/2024 09:30,0.425,-0.25,-0.725
1312,12/05/2024 09:45,-1.025,-0.15,0.1
1313,12/05/2024 10:00,-0.95,-0.1,0.025
1314,12/05/2024 10:15,-0.975,0,0.3
1315,12/05/2024 10:30,-1.075,-0.325,0.25
1316,12/05/2024 10:45,-0.125,-0.15,1.05
1317,12/05/2024 11:00,-1,-0.3,0.425
1318,12/05/2024 11:15,-0.875,-0.725,0.05
1319,12/05/2024 11:30,-1.025,-0.65,0.05
1320,12/05/2024 11:45,-0.925,-0.15,0.475
1321,12/05/2024 12:00,-0.375,-0.525,0.875
1322,12/05/2024 12:15,-0.55,-0.625,-0.225
1323,12/05/2024 12:30,0.2,0.05,1.025
1324,12/05/2024 12:45,-0.85,-0.2,0.6
1325,12/05/2024 13:00,-0.95,0.275,0.3
1326,12/05/2024 13:15,0.925,-0.375,0.025
1327,12/05/2024 13:30,-0.875,0.15,0.175
1328,12/05/2024 13:45,-0.775,-0.375,-0.45
1329,12/05/2024 14:00,-1.075,-0.4,-0.025
1330,12/05/2024 14:15,-0.75,-0.125,-0.525
1331,12/05/2024 14:30,0.575,-0.575,-0.525
1332,12/05/2024 14:45,-1,-0.25,0.1
1333,12/05/2024 15:00,-0.25,-0.075,-0.875
1334,12/05/2024 15:15,-1.025,-0.425,-0.325
1335,12/05/2024 15:30,-0.8,-0.15,0.6
1336,12/05/2024 15:45,-0.9,-0.35,-0.45
1337,12/05/2024 16:00,-0.525,-0.35,0.625
1338,12/05/2024 16:15,-1,-0.475,0.325
1339,12/05/2024 16:30,-0.975,0.275,-0.4
1340,12/05/2024 16:45,-0.95,-0.525,0.15
1341,12/05/2024 17:00,-1.025,-0.375,0.175
1342,12/05/2024 17:15,-0.6,-0.9,0.225
1343,12/05/2024 17:30,-1.05,-0.025,-0.125
1344,12/05/2024 17:45,-1.025,-0.25,0.125
1345,12/05/2024 18:00,-0.8,-0.7,0.325
1346,12/05/2024 18:15,-1.1,-0.275,0.05
1347,12/05/2024 18:30,-0.925,-0.275,-0.075
1348,12/05/2024 18:45,-0.975,-0.2,-0.125
1349,12/05/2024 19:00,-1.075,-0.075,-0.075
1350,12/05/2024 19:15,-0.975,-0.225,-0.05
1351,12/05/2024 19:30,-0.975,-0.25,0.1
1352,12/05/2024 19:45,-1.025,-0.25,0.175
1353,12/05/2024 20:00,-1.025,-0.5,-0.05
1354,12/05/2024 20:15,-1.125,-0.325,0.25
1355,12/05/2024 20:30,-1,-0.25,0
1356,12/05/2024 20:45,-0.975,-0.1,-0.025
1357,12/05/2024 21:00,-1,-0.15,-0.125
1358,12/05/2024 21:15,-0.85,-0.625,-0.175
1359,12/05/2024 21:30,-0.975,-0.4,-0.125
1360,12/05/2024 21:45,-1.15,-0.2,0
1361,12/05/2024 22:00,-0.95,-0.35,-0.375
1362,12/05/2024 22:15,-1.075,-0.2,0.375
1363,12/05/2024 22:30,-1.025,-0.2,0.35
1364,12/05/2024 22:45,-0.975,0.025,-0.25
1365,12/05/2024 23:00,-1.1,-0.375,-0.325
1366,12/05/2024 23:15,-0.9,-0.475,-0.375
1367,12/05/2024 23:30,-0.65,-0.3,0.2
1368,12/05/2024 23:45,-1.125,0.2,0.125
1369,12/06/2024 00:00,-0.975,-0.425,-0.125
1370,12/06/2024 00:15,-1.025,0.225,-0.225
1371,12/06/2024 00:30,-1.075,-0.4,0
1372,12/06/2024 00:45,-1.1,-0.2,-0.2
1373,12/06/2024 01:00,-0.475,0.125,0.875
1374,12/06/2024 01:15,-0.875,-0.425,-0.075
1375,12/06/2024 01:30,-1.1,-0.375,0.025
1376,12/06/2024 01:45,-0.925,-0.45,0.35
1377,12/06/2024 02:00,-1.1,-0.25,0.1
1378,12/06/2024 02:15,-1.025,-0.475,-0.125
1379,12/06/2024 02:30,-1.05,-0.225,0
1380,12/06/2024 02:45,-1,-0.225,0.05
1381,12/06/2024 03:00,-0.9,-0.25,0.325
1382,12/06/2024 03:15,-1.075,-0.3,0.125
1383,12/06/2024 03:30,-0.975,-0.3,0.025
1384,12/06/2024 03:45,-0.925,-0.25,0.3
1385,12/06/2024 04:00,-1,-0.25,0.075
1386,12/06/2024 04:15,-1.025,-0.3,0.05
1387,12/06/2024 04:30,-0.875,-0.6,0.025
1388,12/06/2024 04:45,-0.95,-0.25,0.05
1389,12/06/2024 05:00,-1.025,-0.275,0.025
1390,12/06/2024 05:15,-1.125,-0.225,-0.1
1391,12/06/2024 05:30,-0.975,-0.25,0
1392,12/06/2024 05:45,-1.025,-0.225,-0.025
1393,12/06/2024 06:00,-1.025,-0.2,0.025
1394,12/06/2024 06:15,-1.025,-0.125,0.025
1395,12/06/2024 06:30,-1.025,-0.2,0.025
1396,12/06/2024 06:45,-1.05,-0.175,0.05
1397,12/06/2024 07:00,-1.025,-0.2,0.05
1398,12/06/2024 07:15,-1.025,-0.175,0.025
1399,12/06/2024 07:30,-1.05,-0.25,0.025
1400,12/06/2024 07:45,-1.025,-0.15,0.075
1401,12/06/2024 08:00,-1,-0.1,0.1
1402,12/06/2024 08:15,-1.05,-0.125,0.075
1403,12/06/2024 08:30,-1.025,-0.075,0.125
1404,12/06/2024 08:45,-1.075,-0.225,0.075
1405,12/06/2024 09:00,-1.075,-0.125,0.125
1406,12/06/2024 09:15,-1.025,-0.2,0.15
1407,12/06/2024 09:30,-1.075,-0.175,0.125
1408,12/06/2024 09:45,-1.025,-0.175,0.075
1409,12/06/2024 10:00,-1.025,-0.2,0.125
1410,12/06/2024 10:15,-1.025,-0.3,0.175
1411,12/06/2024 10:30,-1.025,-0.25,0.125
1412,12/06/2024 10:45,-1.025,-0.15,0.125
