number,date_time,acc_x,acc_y,acc_z
452,11/26/24 10:45:00 AM,-1,-0.275,-0.125
453,11/26/24 11:00:00 AM,-0.975,0.1,-0.275
454,11/26/24 11:15:00 AM,-1.05,-0.25,-0.1
455,11/26/24 11:30:00 AM,-1.05,-0.25,-0.15
456,11/26/24 11:45:00 AM,-1.05,-0.25,-0.1
457,11/26/24 12:00:00 PM,-1.025,-0.125,0.025
458,11/26/24 12:15:00 PM,-1.025,-0.25,-0.075
459,11/26/24 12:30:00 PM,-1.025,0,0
460,11/26/24 12:45:00 PM,-1.025,-0.1,-0.075
461,11/26/24 01:00:00 PM,-1.05,-0.15,-0.15
462,11/26/24 01:15:00 PM,-1.025,0.05,0.025
463,11/26/24 01:30:00 PM,-1.025,-0.125,0.15
464,11/26/24 01:45:00 PM,-1,-0.2,0.2
465,11/26/24 02:00:00 PM,-1,-0.25,0.175
466,11/26/24 02:15:00 PM,-1.025,-0.15,0.175
467,11/26/24 02:30:00 PM,-1.025,-0.25,0
468,11/26/24 02:45:00 PM,-1.025,-0.175,0.15
469,11/26/24 03:00:00 PM,-1.025,-0.15,0.125
470,11/26/24 03:15:00 PM,-1.05,-0.225,0.1
471,11/26/24 03:30:00 PM,-1,-0.1,0
472,11/26/24 03:45:00 PM,-1.05,-0.2,0.1
473,11/26/24 04:00:00 PM,-1.025,-0.2,0.1
474,11/26/24 04:15:00 PM,-1.025,-0.2,0.075
475,11/26/24 04:30:00 PM,-1.025,-0.15,0.075
476,11/26/24 04:45:00 PM,-1.025,-0.225,0.075
477,11/26/24 05:00:00 PM,-1.025,-0.175,0.075
478,11/26/24 05:15:00 PM,-1.025,-0.2,0.025
479,11/26/24 05:30:00 PM,-1.025,-0.2,0.1
480,11/26/24 05:45:00 PM,-1.025,-0.15,0.05
481,11/26/24 06:00:00 PM,-1.025,-0.225,0.05
482,11/26/24 06:15:00 PM,-1.025,-0.225,0.025
483,11/26/24 06:30:00 PM,-1.025,-0.2,0.075
484,11/26/24 06:45:00 PM,-1.025,-0.175,0.075
485,11/26/24 07:00:00 PM,-1.05,-0.175,0.075
486,11/26/24 07:15:00 PM,-1.025,-0.2,0.075
487,11/26/24 07:30:00 PM,-1.025,-0.175,0.075
488,11/26/24 07:45:00 PM,-1.025,-0.175,0.075
489,11/26/24 08:00:00 PM,-1.025,-0.2,0.1
490,11/26/24 08:15:00 PM,-1.025,-0.2,0.1
491,11/26/24 08:30:00 PM,-1.025,-0.2,0.1
492,11/26/24 08:45:00 PM,-1.025,-0.175,0.075
493,11/26/24 09:00:00 PM,-1.05,-0.225,0.125
494,11/26/24 09:15:00 PM,-1.05,-0.2,0.1
495,11/26/24 09:30:00 PM,-1.025,-0.225,0.1
496,11/26/24 09:45:00 PM,-1.05,-0.2,0.075
497,11/26/24 10:00:00 PM,-1.025,-0.175,0.125
498,11/26/24 10:15:00 PM,-1.025,-0.15,0.1
499,11/26/24 10:30:00 PM,-1.025,-0.2,0.125
500,11/26/24 10:45:00 PM,-1.025,-0.175,0.125
501,11/26/24 11:00:00 PM,-1.025,-0.2,0.1
502,11/26/24 11:15:00 PM,-1.05,-0.175,0.1
503,11/26/24 11:30:00 PM,-1.05,-0.15,0.075
504,11/26/24 11:45:00 PM,-1.025,-0.175,0.075
505,11/27/24 12:00:00 AM,-1.025,-0.2,0
506,11/27/24 12:15:00 AM,-1.075,-0.125,-0.05
507,11/27/24 12:30:00 AM,-1.025,-0.15,0.05
508,11/27/24 12:45:00 AM,-1.025,-0.175,0.025
509,11/27/24 01:00:00 AM,-1.025,-0.2,0
510,11/27/24 01:15:00 AM,-1.05,-0.225,0.05
511,11/27/24 01:30:00 AM,-1.05,-0.175,0.05
512,11/27/24 01:45:00 AM,-1.025,-0.25,0.025
513,11/27/24 02:00:00 AM,-1.075,-0.25,0.05
514,11/27/24 02:15:00 AM,-1.025,-0.2,0
515,11/27/24 02:30:00 AM,-1.025,-0.25,0
516,11/27/24 02:45:00 AM,-1.025,-0.175,0.025
517,11/27/24 03:00:00 AM,-1.025,-0.175,0.025
518,11/27/24 03:15:00 AM,-1.025,-0.25,0
519,11/27/24 03:30:00 AM,-1.025,-0.2,0.025
520,11/27/24 03:45:00 AM,-1.05,-0.2,0
521,11/27/24 04:00:00 AM,-1.025,-0.25,0.025
522,11/27/24 04:15:00 AM,-1.025,-0.25,0.025
523,11/27/24 04:30:00 AM,-1,-0.125,0.1
524,11/27/24 04:45:00 AM,-1.025,-0.15,0.075
525,11/27/24 05:00:00 AM,-1.025,-0.225,0.125
526,11/27/24 05:15:00 AM,-1.025,-0.175,0.1
527,11/27/24 05:30:00 AM,-1.025,-0.15,-0.075
528,11/27/24 05:45:00 AM,-1.05,-0.125,-0.075
529,11/27/24 06:00:00 AM,-1.025,-0.15,0
530,11/27/24 06:15:00 AM,-1.025,-0.125,-0.025
531,11/27/24 06:30:00 AM,-1.025,-0.15,0.025
532,11/27/24 06:45:00 AM,-1.025,-0.175,-0.025
533,11/27/24 07:00:00 AM,-1.025,-0.15,-0.025
534,11/27/24 07:15:00 AM,-1.025,-0.15,-0.025
535,11/27/24 07:30:00 AM,-1.075,-0.175,0.05
536,11/27/24 07:45:00 AM,-1,-0.15,0.025
537,11/27/24 08:00:00 AM,-1.025,-0.175,0.025
538,11/27/24 08:15:00 AM,-1.025,-0.15,0.075
539,11/27/24 08:30:00 AM,-1.025,-0.225,0.025
540,11/27/24 08:45:00 AM,-1.025,-0.15,0.125
541,11/27/24 09:00:00 AM,-1.025,-0.2,0.15
542,11/27/24 09:15:00 AM,-1.025,-0.15,0.1
543,11/27/24 09:30:00 AM,-1.025,-0.15,0.075
544,11/27/24 09:45:00 AM,-1.025,-0.2,0.1
545,11/27/24 10:00:00 AM,-1.025,-0.2,0.075
546,11/27/24 10:15:00 AM,-1.025,-0.2,0.075
547,11/27/24 10:30:00 AM,-1.025,-0.175,0.075
548,11/27/24 10:45:00 AM,-1.025,-0.15,0.075
549,11/27/24 11:00:00 AM,-1.025,-0.15,0.05
550,11/27/24 11:15:00 AM,-1.025,-0.15,0.075
551,11/27/24 11:30:00 AM,-1.05,-0.15,0.1
552,11/27/24 11:45:00 AM,-1.025,-0.15,0.05
553,11/27/24 12:00:00 PM,-1.025,-0.15,0.1
554,11/27/24 12:15:00 PM,-1.025,-0.2,0.075
555,11/27/24 12:30:00 PM,-1.025,-0.2,0.125
556,11/27/24 12:45:00 PM,-1.025,-0.2,0.125
557,11/27/24 01:00:00 PM,-1.075,-0.15,0.075
558,11/27/24 01:15:00 PM,-1.025,-0.175,0.075
559,11/27/24 01:30:00 PM,-1.05,-0.15,0.125
560,11/27/24 01:45:00 PM,-1.025,-0.225,0.075
561,11/27/24 02:00:00 PM,-1.025,-0.15,0.05
562,11/27/24 02:15:00 PM,-1.025,-0.15,0.05
563,11/27/24 02:30:00 PM,-1.025,-0.175,-0.075
564,11/27/24 02:45:00 PM,-1.025,-0.15,0.05
565,11/27/24 03:00:00 PM,-1.025,-0.175,0.025
566,11/27/24 03:15:00 PM,-1.025,-0.15,0.1
567,11/27/24 03:30:00 PM,-1.025,-0.2,0.125
568,11/27/24 03:45:00 PM,-1.05,-0.075,0.2
569,11/27/24 04:00:00 PM,-1.025,-0.2,0.15
570,11/27/24 04:15:00 PM,-1.05,-0.15,0.125
571,11/27/24 04:30:00 PM,-1.025,-0.175,0.15
572,11/27/24 04:45:00 PM,-1.025,-0.15,0.1
573,11/27/24 05:00:00 PM,-1.025,-0.175,0.025
574,11/27/24 05:15:00 PM,-1.025,-0.15,0.1
575,11/27/24 05:30:00 PM,-1.025,-0.2,0.075
576,11/27/24 05:45:00 PM,-1.05,-0.15,0.075
577,11/27/24 06:00:00 PM,-1.025,-0.175,0.025
578,11/27/24 06:15:00 PM,-1.025,-0.2,0.075
579,11/27/24 06:30:00 PM,-1.05,-0.2,0.1
580,11/27/24 06:45:00 PM,-1.025,-0.15,0.05
581,11/27/24 07:00:00 PM,-1.025,-0.15,0.1
582,11/27/24 07:15:00 PM,-1.025,-0.175,0.1
583,11/27/24 07:30:00 PM,-1.025,-0.15,0.1
584,11/27/24 07:45:00 PM,-1.025,-0.15,0.05
585,11/27/24 08:00:00 PM,-1.025,-0.175,0.05
586,11/27/24 08:15:00 PM,-1.025,-0.175,0.075
587,11/27/24 08:30:00 PM,-1.025,-0.15,0.1
588,11/27/24 08:45:00 PM,-1.025,-0.2,0.075
589,11/27/24 09:00:00 PM,-1.025,-0.2,0.075
590,11/27/24 09:15:00 PM,-1.025,-0.15,0.075
591,11/27/24 09:30:00 PM,-1.025,-0.2,0.075
592,11/27/24 09:45:00 PM,-1.025,-0.2,0.075
593,11/27/24 10:00:00 PM,-1.025,-0.225,0.1
594,11/27/24 10:15:00 PM,-1.025,-0.2,0.075
595,11/27/24 10:30:00 PM,-1.025,-0.15,0.1
596,11/27/24 10:45:00 PM,-1.025,-0.175,0.075
597,11/27/24 11:00:00 PM,-1.075,-0.225,0.025
598,11/27/24 11:15:00 PM,-1.025,-0.175,0.075
599,11/27/24 11:30:00 PM,-1.025,-0.125,0.1
600,11/27/24 11:45:00 PM,-1.025,-0.125,0
601,11/28/24 12:00:00 AM,-1.05,-0.325,-0.125
602,11/28/24 12:15:00 AM,-1,-0.275,-0.125
603,11/28/24 12:30:00 AM,-1.025,0.025,-0.125
604,11/28/24 12:45:00 AM,-1.075,-0.15,-0.025
605,11/28/24 01:00:00 AM,-1.025,-0.275,-0.125
606,11/28/24 01:15:00 AM,-1.025,-0.15,-0.025
607,11/28/24 01:30:00 AM,-1.05,-0.25,-0.1
608,11/28/24 01:45:00 AM,-1,-0.225,-0.15
609,11/28/24 02:00:00 AM,-1.025,-0.2,-0.05
610,11/28/24 02:15:00 AM,-1.025,-0.25,0.025
611,11/28/24 02:30:00 AM,-1.025,-0.15,0.025
612,11/28/24 02:45:00 AM,-1.025,-0.225,-0.125
613,11/28/24 03:00:00 AM,-1.025,-0.125,-0.075
614,11/28/24 03:15:00 AM,-1.025,-0.175,-0.075
615,11/28/24 03:30:00 AM,-1.025,0.075,-0.2
616,11/28/24 03:45:00 AM,-1.05,-0.3,-0.125
617,11/28/24 04:00:00 AM,-1,-0.425,-0.125
618,11/28/24 04:15:00 AM,-1.025,0,-0.05
619,11/28/24 04:30:00 AM,-0.925,-0.4,-0.3
620,11/28/24 04:45:00 AM,-1.05,-0.175,0.05
621,11/28/24 05:00:00 AM,-1.025,-0.15,0.025
622,11/28/24 05:15:00 AM,-1.025,-0.15,0.075
623,11/28/24 05:30:00 AM,-1.05,-0.15,0.175
624,11/28/24 05:45:00 AM,-1.025,-0.15,0.1
625,11/28/24 06:00:00 AM,-1.1,-0.2,0.075
626,11/28/24 06:15:00 AM,-1.025,-0.4,0.075
627,11/28/24 06:30:00 AM,-1,-0.175,0.175
628,11/28/24 06:45:00 AM,-0.95,-0.475,0.325
629,11/28/24 07:00:00 AM,-1,-0.2,0.125
630,11/28/24 07:15:00 AM,-1.025,-0.325,0.35
631,11/28/24 07:30:00 AM,-1,-0.25,0.175
632,11/28/24 07:45:00 AM,-1.05,-0.225,0.275
633,11/28/24 08:00:00 AM,-0.975,-0.175,0.25
634,11/28/24 08:15:00 AM,-1,-0.15,0.275
635,11/28/24 08:30:00 AM,-1.025,-0.15,0.05
636,11/28/24 08:45:00 AM,-0.975,-0.3,0.4
637,11/28/24 09:00:00 AM,-0.95,-0.35,0.375
638,11/28/24 09:15:00 AM,-1.05,-0.15,0.3
639,11/28/24 09:30:00 AM,-1.025,-0.2,0.275
640,11/28/24 09:45:00 AM,-1,-0.025,0.275
641,11/28/24 10:00:00 AM,-0.975,-0.4,0.3
642,11/28/24 10:15:00 AM,-0.975,-0.125,0.375
643,11/28/24 10:30:00 AM,-0.925,-0.175,0.425
644,11/28/24 10:45:00 AM,-1,-0.25,0.3
645,11/28/24 11:00:00 AM,-1,-0.325,0.275
646,11/28/24 11:15:00 AM,-0.95,0.1,0.375
647,11/28/24 11:30:00 AM,-1.025,-0.225,0.175
648,11/28/24 11:45:00 AM,-1.05,-0.325,0.25
649,11/28/24 12:00:00 PM,-1.025,-0.2,0.275
650,11/28/24 12:15:00 PM,-1.1,-0.125,0.225
651,11/28/24 12:30:00 PM,-0.975,-0.325,0.1
652,11/28/24 12:45:00 PM,-0.975,-0.15,0.375
653,11/28/24 01:00:00 PM,-0.9,-0.625,0.425
654,11/28/24 01:15:00 PM,-1,-0.35,0.325
655,11/28/24 01:30:00 PM,-0.9,-0.375,0.425
656,11/28/24 01:45:00 PM,-0.8,-0.425,0.575
657,11/28/24 02:00:00 PM,-0.85,-0.525,0.55
658,11/28/24 02:15:00 PM,-0.975,-0.025,0.4
659,11/28/24 02:30:00 PM,-1.025,-0.275,-0.15
660,11/28/24 02:45:00 PM,-1.1,-0.125,0.125
661,11/28/24 03:00:00 PM,-0.975,-0.15,0.15
662,11/28/24 03:15:00 PM,-1,-0.1,0.325
663,11/28/24 03:30:00 PM,-1.125,-0.2,0.2
664,11/28/24 03:45:00 PM,-1.125,-0.075,0.275
665,11/28/24 04:00:00 PM,-1,-0.2,0.2
666,11/28/24 04:15:00 PM,-1.025,-0.025,0.15
667,11/28/24 04:30:00 PM,-1.125,-0.225,0.075
668,11/28/24 04:45:00 PM,-1.05,-0.25,0.05
669,11/28/24 05:00:00 PM,-1.075,-0.275,0.15
670,11/28/24 05:15:00 PM,-1,-0.15,0.225
671,11/28/24 05:30:00 PM,-1,0,0.175
672,11/28/24 05:45:00 PM,-1,-0.025,0.15
673,11/28/24 06:00:00 PM,-0.9,-0.675,0.175
674,11/28/24 06:15:00 PM,-1.075,-0.35,0.125
675,11/28/24 06:30:00 PM,-0.975,-0.325,0.3
676,11/28/24 06:45:00 PM,-0.55,-0.475,0.8
677,11/28/24 07:00:00 PM,-1.075,-0.3,0.075
678,11/28/24 07:15:00 PM,-0.75,-0.25,0.75
679,11/28/24 07:30:00 PM,-1.075,-0.1,0.025
680,11/28/24 07:45:00 PM,-0.9,-0.7,0
681,11/28/24 08:00:00 PM,-1,-0.275,0.175
682,11/28/24 08:15:00 PM,-1.075,-0.275,-0.175
683,11/28/24 08:30:00 PM,-0.85,-0.05,0.675
684,11/28/24 08:45:00 PM,-0.55,-0.5,-0.775
685,11/28/24 09:00:00 PM,-0.625,-0.225,0.825
686,11/28/24 09:15:00 PM,-0.9,-0.65,0.075
687,11/28/24 09:30:00 PM,-0.1,0.15,1.025
688,11/28/24 09:45:00 PM,-1,-0.4,0.2
689,11/28/24 10:00:00 PM,-0.6,-0.5,0
690,11/28/24 10:15:00 PM,-0.95,0.025,0.375
691,11/28/24 10:30:00 PM,-0.9,-0.275,0.5
692,11/28/24 10:45:00 PM,-0.9,-0.075,0.175
693,11/28/24 11:00:00 PM,-1.15,-0.175,0.175
694,11/28/24 11:15:00 PM,-0.975,0.025,-0.175
695,11/28/24 11:30:00 PM,-0.375,-1,0.175
696,11/28/24 11:45:00 PM,-1.025,-0.575,0.075
697,11/29/24 12:00:00 AM,-1.05,-0.1,-0.1
698,11/29/24 12:15:00 AM,-0.975,-0.1,-0.225
699,11/29/24 12:30:00 AM,-1.1,0.075,0.275
700,11/29/24 12:45:00 AM,-1.1,0.125,0.325
701,11/29/24 01:00:00 AM,-1.025,-0.225,0.25
702,11/29/24 01:15:00 AM,-0.625,-0.575,0.575
703,11/29/24 01:30:00 AM,-0.7,-0.875,0.175
704,11/29/24 01:45:00 AM,-1.15,-0.225,0.275
705,11/29/24 02:00:00 AM,-1.15,0.2,0.075
706,11/29/24 02:15:00 AM,0.225,-1,-0.225
707,11/29/24 02:30:00 AM,-0.5,-0.075,0.9
708,11/29/24 02:45:00 AM,-0.325,-0.05,1.025
709,11/29/24 03:00:00 AM,-1.05,-0.375,0.325
710,11/29/24 03:15:00 AM,-1.1,-0.25,-0.2
711,11/29/24 03:30:00 AM,-1,-0.225,0.25
712,11/29/24 03:45:00 AM,-0.975,-0.475,0.475
713,11/29/24 04:00:00 AM,-1.075,-0.125,0.125
714,11/29/24 04:15:00 AM,-0.95,-0.3,0.475
715,11/29/24 04:30:00 AM,-0.9,-0.275,0.6
716,11/29/24 04:45:00 AM,-1,-0.35,-0.175
717,11/29/24 05:00:00 AM,-1.025,-0.175,-0.025
718,11/29/24 05:15:00 AM,-0.925,-0.7,0.075
719,11/29/24 05:30:00 AM,-0.875,-0.725,0.05
720,11/29/24 05:45:00 AM,-0.65,-0.125,0.75
721,11/29/24 06:00:00 AM,-0.975,-0.3,0.325
722,11/29/24 06:15:00 AM,-0.65,-0.3,0.75
723,11/29/24 06:30:00 AM,-0.925,-0.075,-0.375
724,11/29/24 06:45:00 AM,-0.925,-0.625,-0.1
725,11/29/24 07:00:00 AM,-1.125,0.15,0.075
726,11/29/24 07:15:00 AM,0.5,0.025,1.1
727,11/29/24 07:30:00 AM,-0.025,-1.075,0.4
728,11/29/24 07:45:00 AM,-1.075,-0.125,0.2
729,11/29/24 08:00:00 AM,-1.05,-0.125,0.15
730,11/29/24 08:15:00 AM,-0.875,-0.35,0.475
731,11/29/24 08:30:00 AM,-1.075,-0.1,0.25
732,11/29/24 08:45:00 AM,-0.925,-0.15,-0.4
733,11/29/24 09:00:00 AM,-1.025,-0.225,0.175
734,11/29/24 09:15:00 AM,-0.35,-1.075,0.175
735,11/29/24 09:30:00 AM,-0.7,-0.5,0.375
736,11/29/24 09:45:00 AM,-1.025,-0.2,0.375
737,11/29/24 10:00:00 AM,-0.9,-0.15,0.475
738,11/29/24 10:15:00 AM,-1.05,-0.025,0.025
739,11/29/24 10:30:00 AM,-0.85,-0.45,0.45
740,11/29/24 10:45:00 AM,-1.025,0.15,0.125
741,11/29/24 11:00:00 AM,-0.85,0.1,0.65
742,11/29/24 11:15:00 AM,0.45,-0.25,0.9
743,11/29/24 11:30:00 AM,-0.8,0.1,0.675
744,11/29/24 11:45:00 AM,-1.025,-0.475,0.175
745,11/29/24 12:00:00 PM,-1.075,-0.25,0.1
746,11/29/24 12:15:00 PM,-0.85,-0.125,0.025
747,11/29/24 12:30:00 PM,-1.15,-0.15,-0.025
748,11/29/24 12:45:00 PM,-1.1,-0.025,0.3
749,11/29/24 01:00:00 PM,-0.825,0.15,0
750,11/29/24 01:15:00 PM,-0.875,0.175,0.625
751,11/29/24 01:30:00 PM,-0.55,-0.425,-0.85
752,11/29/24 01:45:00 PM,-0.775,-0.35,0.575
753,11/29/24 02:00:00 PM,-0.75,-0.55,0.45
754,11/29/24 02:15:00 PM,-1.125,-0.025,0
755,11/29/24 02:30:00 PM,-1.025,-0.4,0.125
756,11/29/24 02:45:00 PM,-0.3,0.025,0.425
757,11/29/24 03:00:00 PM,-1.05,0.025,-0.1
758,11/29/24 03:15:00 PM,-1.175,-0.125,-0.075
759,11/29/24 03:30:00 PM,-1.125,0.05,0.025
760,11/29/24 03:45:00 PM,-1.05,-0.275,0.1
761,11/29/24 04:00:00 PM,-1,0.3,0.2
762,11/29/24 04:15:00 PM,-0.8,-0.3,0.5
763,11/29/24 04:30:00 PM,-1.05,0.025,0.125
764,11/29/24 04:45:00 PM,-0.7,-0.825,-0.35
765,11/29/24 05:00:00 PM,-1.1,-0.3,0.075
766,11/29/24 05:15:00 PM,-0.825,-0.7,-0.075
767,11/29/24 05:30:00 PM,0.55,-0.65,0.325
768,11/29/24 05:45:00 PM,-1.1,-0.175,-0.075
769,11/29/24 06:00:00 PM,-1,-0.2,0.475
770,11/29/24 06:15:00 PM,-0.925,-0.15,0.15
771,11/29/24 06:30:00 PM,-1.125,-0.1,0.4
772,11/29/24 06:45:00 PM,-1.125,0.05,0.075
773,11/29/24 07:00:00 PM,-0.9,-0.075,-0.325
774,11/29/24 07:15:00 PM,-1.075,0.225,0.275
775,11/29/24 07:30:00 PM,-0.975,-0.65,0.075
776,11/29/24 07:45:00 PM,0.375,0.925,-0.025
777,11/29/24 08:00:00 PM,-1.05,-0.225,0.05
778,11/29/24 08:15:00 PM,-1.05,0.025,0.225
779,11/29/24 08:30:00 PM,-0.225,-1.075,0.275
780,11/29/24 08:45:00 PM,-1.075,0.1,0.05
781,11/29/24 09:00:00 PM,-1.025,-0.5,-0.075
782,11/29/24 09:15:00 PM,-1.15,-0.15,-0.25
783,11/29/24 09:30:00 PM,-0.525,0.175,0.875
784,11/29/24 09:45:00 PM,-1.1,-0.225,0.2
785,11/29/24 10:00:00 PM,-0.475,-0.95,0.5
786,11/29/24 10:15:00 PM,-0.95,-0.3,0.125
787,11/29/24 10:30:00 PM,-1.125,-0.3,-0.2
788,11/29/24 10:45:00 PM,-0.975,0.025,0.125
789,11/29/24 11:00:00 PM,-0.6,-0.4,0.725
790,11/29/24 11:15:00 PM,-0.875,0.175,0.275
791,11/29/24 11:30:00 PM,-0.8,-0.2,0.375
792,11/29/24 11:45:00 PM,-0.95,0.25,-0.375
793,11/30/24 12:00:00 AM,-0.675,0.025,-0.725
794,11/30/24 12:15:00 AM,-0.95,0.15,-0.225
795,11/30/24 12:30:00 AM,-0.875,-0.75,0.175
796,11/30/24 12:45:00 AM,-0.75,-0.825,0.1
797,11/30/24 01:00:00 AM,-0.1,-0.325,1
798,11/30/24 01:15:00 AM,-0.95,-0.3,0.275
799,11/30/24 01:30:00 AM,-0.825,-0.125,-0.425
800,11/30/24 01:45:00 AM,0.325,0.1,1.025
801,11/30/24 02:00:00 AM,-1,-0.325,-0.125
802,11/30/24 02:15:00 AM,-1,-0.65,0.05
803,11/30/24 02:30:00 AM,-0.125,-0.125,1.025
804,11/30/24 02:45:00 AM,-1.125,-0.2,-0.05
805,11/30/24 03:00:00 AM,0.1,-0.175,1.05
806,11/30/24 03:15:00 AM,-1.05,0.025,0.125
807,11/30/24 03:30:00 AM,-1,-0.55,0.05
808,11/30/24 03:45:00 AM,-1,-0.625,-0.1
809,11/30/24 04:00:00 AM,-0.975,-0.475,-0.275
810,11/30/24 04:15:00 AM,-0.9,-0.325,0.425
811,11/30/24 04:30:00 AM,-0.825,-0.7,-0.075
812,11/30/24 04:45:00 AM,-1.125,-0.25,0.1
813,11/30/24 05:00:00 AM,0.925,-0.175,0.2
814,11/30/24 05:15:00 AM,0.25,-0.225,1
815,11/30/24 05:30:00 AM,-0.875,0.275,-0.075
816,11/30/24 05:45:00 AM,-1.025,-0.3,-0.175
817,11/30/24 06:00:00 AM,-1.05,0.025,-0.05
818,11/30/24 06:15:00 AM,-0.8,0.025,0.6
819,11/30/24 06:30:00 AM,-0.975,-0.125,0.275
820,11/30/24 06:45:00 AM,-0.75,-0.8,0.225
821,11/30/24 07:00:00 AM,-0.4,-0.25,0.9
822,11/30/24 07:15:00 AM,-0.35,-0.075,0.925
823,11/30/24 07:30:00 AM,-0.95,-0.525,-0.05
824,11/30/24 07:45:00 AM,-0.95,0.625,-0.125
825,11/30/24 08:00:00 AM,-0.05,-0.6,0.825
826,11/30/24 08:15:00 AM,-1.1,-0.275,0.175
827,11/30/24 08:30:00 AM,-0.975,0.05,0.575
828,11/30/24 08:45:00 AM,0.175,-0.15,1.05
829,11/30/24 09:00:00 AM,0.325,-0.3,-0.875
830,11/30/24 09:15:00 AM,-0.975,-0.225,-0.225
831,11/30/24 09:30:00 AM,-0.95,-0.25,-0.225
832,11/30/24 09:45:00 AM,-1.025,-0.3,0.175
833,11/30/24 10:00:00 AM,-0.75,-0.275,0.675
834,11/30/24 10:15:00 AM,-0.7,-0.8,0.375
835,11/30/24 10:30:00 AM,-1.1,-0.225,-0.35
836,11/30/24 10:45:00 AM,-0.9,-0.275,-0.35
837,11/30/24 11:00:00 AM,-1,0.15,0.2
838,11/30/24 11:15:00 AM,-0.925,-0.025,0
839,11/30/24 11:30:00 AM,-1.025,-0.125,-0.025
840,11/30/24 11:45:00 AM,-0.625,-0.725,0.5
841,11/30/24 12:00:00 PM,-1.05,-0.25,0.1
842,11/30/24 12:15:00 PM,-0.975,-0.625,0.2
843,11/30/24 12:30:00 PM,-0.975,-0.3,0.175
844,11/30/24 12:45:00 PM,-1.125,-0.325,-0.075
845,11/30/24 01:00:00 PM,-1.1,0.15,0.075
846,11/30/24 01:15:00 PM,-0.25,-0.15,-0.95
847,11/30/24 01:30:00 PM,-0.975,-0.5,0.125
848,11/30/24 01:45:00 PM,-1,-0.25,0.1
849,11/30/24 02:00:00 PM,-0.375,-0.875,0.7
850,11/30/24 02:15:00 PM,-1.025,-0.375,0.15
851,11/30/24 02:30:00 PM,0.1,-0.625,-0.8
852,11/30/24 02:45:00 PM,-1.05,-0.15,0.025
853,11/30/24 03:00:00 PM,-1.025,0.1,0.225
854,11/30/24 03:15:00 PM,-1.075,-0.125,0.025
855,11/30/24 03:30:00 PM,-0.95,-0.45,0.325
856,11/30/24 03:45:00 PM,-1.1,-1.05,0.325
857,11/30/24 04:00:00 PM,-0.275,-0.15,-0.625
858,11/30/24 04:15:00 PM,-0.3,-0.275,0.4
859,11/30/24 04:30:00 PM,-0.9,-0.75,0.225
860,11/30/24 04:45:00 PM,-0.5,-0.1,0.925
861,11/30/24 05:00:00 PM,-1.175,-0.15,0.05
862,11/30/24 05:15:00 PM,-1.2,-0.075,0.35
863,11/30/24 05:30:00 PM,-0.575,0.45,-0.575
864,11/30/24 05:45:00 PM,-0.775,-0.55,-0.45
865,11/30/24 06:00:00 PM,-1.15,0.025,-0.225
866,11/30/24 06:15:00 PM,-0.9,-0.475,0.55
867,11/30/24 06:30:00 PM,-0.075,-1.05,0.325
868,11/30/24 06:45:00 PM,-0.975,-0.025,0.425
869,11/30/24 07:00:00 PM,0.275,-0.175,1
870,11/30/24 07:15:00 PM,-1.125,-0.4,0
871,11/30/24 07:30:00 PM,-1.05,-0.15,0.275
872,11/30/24 07:45:00 PM,-0.475,0.05,0.95
873,11/30/24 08:00:00 PM,0.075,-0.35,0.975
874,11/30/24 08:15:00 PM,-0.75,-0.625,0.225
875,11/30/24 08:30:00 PM,-1.125,-0.05,-0.275
876,11/30/24 08:45:00 PM,-0.275,-0.15,1.025
877,11/30/24 09:00:00 PM,-1.25,-0.1,-0.025
878,11/30/24 09:15:00 PM,-1.175,-0.175,0.125
879,11/30/24 09:30:00 PM,-1,0.125,0.275
880,11/30/24 09:45:00 PM,-0.925,-0.15,-0.025
881,11/30/24 10:00:00 PM,0.275,-0.575,-0.725
882,11/30/24 10:15:00 PM,-0.325,0.2,0.975
883,11/30/24 10:30:00 PM,-0.825,-0.55,-0.175
884,11/30/24 10:45:00 PM,0.775,-0.2,0.525
885,11/30/24 11:00:00 PM,-0.9,-0.225,0.35
886,11/30/24 11:15:00 PM,-1.025,-0.475,0.175
887,11/30/24 11:30:00 PM,0.325,-0.775,-0.675
888,11/30/24 11:45:00 PM,-0.8,-0.6,0.45
889,12/01/2024 00:00,-0.175,-0.6,0.925
890,12/01/2024 00:15,-1,-0.025,0.45
891,12/01/2024 00:30,-1,-0.275,-0.35
892,12/01/2024 00:45,-1,-0.1,-0.275
893,12/01/2024 01:00,-0.9,0.475,0.3
894,12/01/2024 01:15,-0.25,0.05,-0.85
895,12/01/2024 01:30,-1.025,0.075,-0.2
896,12/01/2024 01:45,-0.925,-0.075,0.475
897,12/01/2024 02:00,-0.525,-0.4,0.825
898,12/01/2024 02:15,-0.825,-0.675,0.325
899,12/01/2024 02:30,-0.7,-0.175,0.8
900,12/01/2024 02:45,0.95,-0.225,0.575
901,12/01/2024 03:00,-0.875,-0.5,0.225
902,12/01/2024 03:15,-0.875,-0.425,0.175
903,12/01/2024 03:30,-0.75,-0.125,0.475
904,12/01/2024 03:45,-0.825,-0.8,0.025
905,12/01/2024 04:00,-0.925,-0.225,0.25
906,12/01/2024 04:15,-0.775,-0.85,0.15
907,12/01/2024 04:30,-0.825,-0.275,0.55
