"number","date_time","acc_x","acc_y","acc_z","datetime","v_x","v_y","v_z","v_total","v_x_smooth","v_y_smooth","v_z_smooth","v_total_smooth"
744,"11/29/24 11:45:00 AM",-10.05525,-4.65975,1.71675,2024-11-29 11:45:00,-5772841.65,-1535694.1875,526870.575,5996803.3114566,-5778169.14886364,-1537078.73522727,521011.329545454,6001781.13477988
745,"11/29/24 12:00:00 PM",-10.54575,-2.4525,0.981,2024-11-29 12:00:00,-5782112.1,-1538894.7,528084.5625,6006653.85550102,-5785483.17272727,-1537811.14090909,523790.457954545,6009250.88292604
746,"11/29/24 12:15:00 PM",-8.3385,-1.22625,0.24525,2024-11-29 12:15:00,-5790610.0125,-1540550.1375,528636.375,6015306.76358153,-5792616.60340909,-1538523.48068182,526248.531818182,6016514.07231837
747,"11/29/24 12:30:00 PM",-11.2815,-1.4715,-0.24525,2024-11-29 12:30:00,-5799439.0125,-1541764.125,528636.375,6024117.02192256,-5799529.30909091,-1539647.17159091,528285.221590909,6023633.69108294
748,"11/29/24 12:45:00 PM",-10.791,-0.24525,2.943,2024-11-29 12:45:00,-5809371.6375,-1542536.6625,529850.3625,6033983.72423952,-5806893.49772727,-1541071.85113636,530111.219318182,6031247.67979023
749,"11/29/24 01:00:00 PM",-8.09325,1.4715,0,2024-11-29 13:00:00,-5817869.55,-1541984.85,531174.7125,6042141.1729325,-5814869.69659091,-1542667.09090909,531485.734090909,6039455.53107026
750,"11/29/24 01:15:00 PM",-8.58375,1.71675,6.13125,2024-11-29 13:15:00,-5825374.2,-1540550.1375,533933.775,6049244.95885748,-5822976.32386364,-1544282.39659091,532569.293181818,6047768.61840295
751,"11/29/24 01:30:00 PM",-5.3955,-4.16925,-8.3385,2024-11-29 13:30:00,-5831664.8625,-1541653.7625,532940.5125,6055496.42736343,-5830771.92954545,-1545757.24090909,533763.214772727,6055756.14884484
752,"11/29/24 01:45:00 PM",-7.60275,-3.4335,5.64075,2024-11-29 13:45:00,-5837514.075,-1545075,531726.525,6061894.12880468,-5838336.77727273,-1547061.525,535037.4,6063485.1735534
753,"11/29/24 02:00:00 PM",-7.3575,-5.3955,4.4145,2024-11-29 14:00:00,-5844246.1875,-1549048.05,536251.3875,6069788.20980706,-5845991.92159091,-1548295.57840909,536241.354545454,6071277.07816911
754,"11/29/24 02:15:00 PM",-11.03625,-0.24525,0,2024-11-29 14:15:00,-5852523.375,-1551586.3875,538237.9125,6078581.26730646,-5853667.13181818,-1549489.5,537314.880681818,6079066.80136643
755,"11/29/24 02:30:00 PM",-10.05525,-3.924,1.22625,2024-11-29 14:30:00,-5862014.55,-1553462.55,538789.725,6088247.27211615,-5861442.67159091,-1550823.88295455,538318.176136364,6086982.99997438
756,"11/29/24 02:45:00 PM",-2.943,0.24525,4.16925,2024-11-29 14:45:00,-5867863.7625,-1555117.9875,541217.7,6094516.69036192,-5869358.67272727,-1552278.66136364,539191.043181818,6095053.93915748
757,"11/29/24 03:00:00 PM",-10.3005,0.24525,-0.981,2024-11-29 15:00:00,-5873823.3375,-1554897.2625,542652.4125,6100326.03537562,-5877425.16818182,-1553633.11022727,540435.129545455,6103277.33733152
758,"11/29/24 03:15:00 PM",-11.52675,-1.22625,-0.73575,2024-11-29 15:15:00,-5883645.6,-1555338.7125,541879.875,6109827.97269535,-5885702.35568182,-1554786.9,542040.402272727,6111684.61276949
759,"11/29/24 03:30:00 PM",-11.03625,0.4905,0.24525,2024-11-29 15:30:00,-5893798.95,-1555669.8,541659.15,6119670.67941011,-5894069.83977273,-1555900.55795455,543144.027272727,6120124.02396097
760,"11/29/24 03:45:00 PM",-10.3005,-2.69775,0.981,2024-11-29 15:45:00,-5903400.4875,-1556663.0625,542210.9625,6129219.35761988,-5902407.225,-1557234.94090909,543956.696590909,6128564.55748575
761,"11/29/24 04:00:00 PM",-9.81,2.943,1.962,2024-11-29 16:00:00,-5912450.2125,-1556552.7,543535.3125,6138025.28987158,-5910654.31363636,-1558800.08181818,544719.201136364,6136972.35021165
762,"11/29/24 04:15:00 PM",-7.848,-2.943,4.905,2024-11-29 16:15:00,-5920396.3125,-1556552.7,546625.4625,6145953.80727794,-5918480.01818182,-1560756.50795455,545361.310227273,6145063.27305273
763,"11/29/24 04:30:00 PM",-10.3005,0.24525,1.22625,2024-11-29 16:30:00,-5928563.1375,-1557766.6875,549384.525,6154374.15862231,-5925984.66818182,-1563064.0875,545973.320454545,6152931.98537633
764,"11/29/24 04:45:00 PM",-6.867,-8.09325,-3.4335,2024-11-29 16:45:00,-5936288.5125,-1561298.2875,548391.2625,6162621.73291337,-5933439.15340909,-1565482.02954545,546816.088636364,6160800.95919586
765,"11/29/24 05:00:00 PM",-10.791,-2.943,0.73575,2024-11-29 17:00:00,-5944234.6125,-1566264.6,547177.275,6171427.13607903,-5940743.14431818,-1568010.33409091,547929.746590909,6168577.11317193
766,"11/29/24 05:15:00 PM",-8.09325,-6.867,-0.73575,2024-11-29 17:15:00,-5952732.525,-1570679.1,547177.275,6180732.99210102,-5947996.97045454,-1570548.67159091,549213.964772727,6176322.60873087
767,"11/29/24 05:30:00 PM",5.3955,-6.3765,3.18825,2024-11-29 17:30:00,-5953946.5125,-1576638.675,548280.9,6183516.8416138,-5955331.06022727,-1573117.10795455,550568.413636364,6184159.1658064
768,"11/29/24 05:45:00 PM",-10.791,-1.71675,-0.73575,2024-11-29 17:45:00,-5956374.4875,-1580280.6375,549384.525,6186881.87093529,-5962755.44659091,-1575695.57727273,551541.610227273,6192051.05729489
769,"11/29/24 06:00:00 PM",-9.81,-1.962,4.65975,2024-11-29 18:00:00,-5965644.9375,-1581936.075,551150.325,6196386.68471016,-5970229.99772727,-1578103.48636364,552243.917045455,6199923.69291414
770,"11/29/24 06:15:00 PM",-9.07425,-1.4715,1.4715,2024-11-29 18:15:00,-5974142.85,-1583481.15,553909.3875,6205208.37314687,-5977824.94431818,-1580360.90113636,553176.981818182,6207894.74726789
771,"11/29/24 06:30:00 PM",-11.03625,-0.981,3.924,2024-11-29 18:30:00,-5983192.575,-1584584.775,556337.3625,6214419.80876818,-5984938.30909091,-1582056.47045455,554240.475,6215271.03436508
772,"11/29/24 06:45:00 PM",-11.03625,0.4905,0.73575,2024-11-29 18:45:00,-5993125.2,-1584805.5,558434.25,6224227.4177024,-5991550.02613636,-1583069.79886364,555314.001136364,6221992.04586367
773,"11/29/24 07:00:00 PM",-8.829,-0.73575,-3.18825,2024-11-29 19:00:00,-6002064.5625,-1584915.8625,557330.625,6232764.61365142,-5998894.14886363,-1583621.61136364,556397.560227273,6229302.04458132
774,"11/29/24 07:15:00 PM",-10.54575,2.20725,2.69775,2024-11-29 19:15:00,-6010783.2,-1584253.6875,557109.9,6240973.15043396,-6006529.22727272,-1584263.72045455,557581.448863636,6236923.59314622
775,"11/29/24 07:30:00 PM",-9.56475,-6.3765,0.73575,2024-11-29 19:30:00,-6019832.925,-1586129.85,558654.975,6250303.33080462,-6013843.25113636,-1585146.62045455,558735.238636364,6244294.42005267
776,"11/29/24 07:45:00 PM",3.67875,9.07425,-0.24525,2024-11-29 19:45:00,-6022481.625,-1584915.8625,558875.7,6252566.29414812,-6021227.50568181,-1586049.58636364,559628.171590909,6251714.79194341
777,"11/29/24 08:00:00 PM",-10.3005,-2.20725,0.4905,2024-11-29 20:00:00,-6025461.4125,-1581825.7125,558986.0625,6254664.11858557,-6028661.925,-1587113.07954545,560169.951136364,6259192.95060061
778,"11/29/24 08:15:00 PM",-10.3005,0.24525,2.20725,2024-11-29 20:15:00,-6034731.8625,-1582708.6125,560200.05,6263926.82750799,-6035865.58636363,-1588146.47386364,560771.928409091,6266446.89607142
779,"11/29/24 08:30:00 PM",-2.20725,-10.54575,2.69775,2024-11-29 20:30:00,-6040360.35,-1587343.8375,562407.3,6270718.90514912,-6042908.72045454,-1589189.90113636,561905.652272727,6273596.80056323
780,"11/29/24 08:45:00 PM",-10.54575,0.981,0.4905,2024-11-29 20:45:00,-6046099.2,-1591647.975,563842.0125,6277465.78068111,-6049791.32727272,-1590765.075,563340.364772727,6280754.07901595
781,"11/29/24 09:00:00 PM",-10.05525,-4.905,-0.73575,2024-11-29 21:00:00,-6055369.65,-1593413.775,563731.65,6286832.46394498,-6056423.11022727,-1592671.33636364,564885.439772727,6287763.93351527
782,"11/29/24 09:15:00 PM",-11.2815,-1.4715,-2.4525,2024-11-29 21:15:00,-6064971.1875,-1596283.2,562296.9375,6296679.55399743,-6063646.8375,-1594928.75113636,566380.35,6295428.35111315
783,"11/29/24 09:30:00 PM",-5.15025,1.71675,8.58375,2024-11-29 21:30:00,-6072365.47499999,-1596172.8375,565056,6304020.81788129,-6071442.44318181,-1597577.45113636,567835.128409091,6303738.90350102
784,"11/29/24 09:45:00 PM",-10.791,-2.20725,1.962,2024-11-29 21:45:00,-6079539.03749999,-1596393.5625,569801.5875,6311413.5630614,-6079027.35681818,-1600296.38181818,569520.664772727,6311885.25359079
785,"11/29/24 10:00:00 PM",-4.65975,-9.3195,4.905,2024-11-29 22:00:00,-6086491.875,-1601580.6,572891.7375,6319703.21341383,-6086692.5340909,-1602684.225,571406.860227273,6320043.73855363
786,"11/29/24 10:15:00 PM",-9.3195,-2.943,1.22625,2024-11-29 22:15:00,-6092782.53749999,-1607098.725,575650.8,6327411.73029716,-6094508.20568181,-1604690.81590909,573423.484090909,6328262.67900288
787,"11/29/24 10:30:00 PM",-11.03625,-2.943,-1.962,2024-11-29 22:30:00,-6101942.625,-1609747.425,575319.7125,6336874.88772479,-6102183.41590909,-1606516.81363636,575450.140909091,6336301.35534
788,"11/29/24 10:45:00 PM",-9.56475,0.24525,1.22625,2024-11-29 22:45:00,-6111213.075,-1610961.4125,574988.625,6346080.19485212,-6109637.90113636,-1607971.59204545,577165.776136364,6344004.6626974
789,"11/29/24 11:00:00 PM",-5.886,-3.924,7.11225,2024-11-29 23:00:00,-6118165.9125,-1612616.85,578740.95,6353536.67849551,-6117072.32045454,-1609366.17272727,578249.335227273,6351616.51031365
790,"11/29/24 11:15:00 PM",-8.58375,1.71675,2.69775,2024-11-29 23:15:00,-6124677.3,-1613610.1125,583155.45,6360462.2397403,-6124587.00340909,-1610981.47840909,578881.411363636,6359320.85451018
791,"11/29/24 11:30:00 PM",-7.848,-1.962,3.67875,2024-11-29 23:30:00,-6132071.5875,-1613720.475,586024.875,6367874.12562291,-6132121.75227272,-1612757.31136364,579342.927272727,6367069.51912886
792,"11/29/24 11:45:00 PM",-9.3195,2.4525,-3.67875,2024-11-29 23:45:00,-6139796.9625,-1613499.75,586024.875,6375257.90365323,-6139425.74318181,-1614493.0125,579995.069318182,6374602.87880981
793,"11/30/24 12:00:00 AM",-6.62175,0.24525,-7.11225,2024-11-30,-6146970.525,-1612285.7625,581168.925,6381415.93492891,-6146318.38295454,-1616238.74659091,581188.990909091,6381792.10096455
794,"11/30/24 12:15:00 AM",-9.3195,1.4715,-2.20725,2024-11-30 00:15:00,-6154144.0875,-1611513.225,576975.15,6387751.14166,-6153080.59431818,-1618044.67840909,582352.813636364,6388868.16745713
795,"11/30/24 12:30:00 AM",-8.58375,-7.3575,1.71675,2024-11-30 00:30:00,-6162200.55,-1614161.925,576754.425,6396161.34922322,-6159411.38863636,-1619710.14886364,583416.306818182,6395484.20975366
796,"11/30/24 12:45:00 AM",-7.3575,-8.09325,0.981,2024-11-30 00:45:00,-6169374.1125,-1621114.7625,577968.4125,6404938.52421929,-6165421.12840909,-1621375.61931818,584439.668181818,6401787.68849668
797,"11/30/24 01:00:00 AM",-0.981,-3.18825,9.81,2024-11-30 01:00:00,-6173126.4375,-1626191.4375,582824.3625,6410278.68678759,-6171561.2965909,-1623422.34204545,585172.073863636,6408286.72407275
798,"11/30/24 01:15:00 AM",-9.3195,-2.943,2.69775,2024-11-30 01:15:00,-6177761.6625,-1628950.5,588452.85,6415956.33142699,-6177450.64090909,-1625800.15227273,586335.896590909,6414668.16611937
799,"11/30/24 01:30:00 AM",-8.09325,-1.22625,-4.16925,2024-11-30 01:30:00,-6185597.4,-1630826.6625,587790.675,6423916.92627049,-6183189.49090909,-1628418.75340909,588332.454545455,6421042.31980569
800,"11/30/24 01:45:00 AM",3.18825,0.981,10.05525,2024-11-30 01:45:00,-6187804.65,-1630937.025,590439.375,6426313.1437573,-6188687.55,-1631258.07954545,591111.582954546,6427312.41331848
801,"11/30/24 02:00:00 AM",-9.81,-3.18825,-1.22625,2024-11-30 02:00:00,-6190784.4375,-1631930.2875,594412.425,6429800.50591357,-6193834.45568181,-1633916.8125,594382.326136364,6433244.7467601
802,"11/30/24 02:15:00 AM",-9.81,-6.3765,0.4905,2024-11-30 02:15:00,-6199613.4375,-1636234.425,594081.3375,6439363.51695968,-6199151.9215909,-1636154.16136364,597612.9375,6439231.21612516
803,"11/30/24 02:30:00 AM",-1.22625,-1.22625,10.05525,2024-11-30 02:30:00,-6204579.75,-1639655.6625,598826.925,6445453.76616598,-6204930.90340909,-1638401.54318182,600382.032954545,6445622.81031921
804,"11/30/24 02:45:00 AM",-11.03625,-1.962,-0.4905,2024-11-30 02:45:00,-6210097.875,-1641090.375,603131.0625,6451531.62547852,-6211081.10454545,-1640839.55113636,602488.953409091,6452359.33436428
805,"11/30/24 03:00:00 AM",0.981,-1.71675,10.3005,2024-11-30 03:00:00,-6214622.7375,-1642745.8125,607545.5625,6456722.17030063,-6217271.4375,-1643428.05340909,604716.269318182,6459183.86864201
806,"11/30/24 03:15:00 AM",-10.3005,0.24525,1.22625,2024-11-30 03:15:00,-6218816.5125,-1643407.9875,612732.6,6461417.01708102,-6223953.38522727,-1646417.87386364,606843.255681818,6466575.01273146
807,"11/30/24 03:30:00 AM",-9.81,-5.3955,0.4905,2024-11-30 03:30:00,-6227866.2375,-1645725.6,613505.1375,6470789.68723498,-6231147.01363636,-1649698.65,608619.088636364,6474500.52485193
808,"11/30/24 03:45:00 AM",-9.81,-6.13125,-0.981,2024-11-30 03:45:00,-6236695.2375,-1650912.6375,613284.4125,6480586.2229221,-6237618.26931818,-1652758.70113636,610545.415909091,6481688.91748058
809,"11/30/24 04:00:00 AM",-9.56475,-4.65975,-2.69775,2024-11-30 04:00:00,-6245413.875,-1655768.5875,611628.975,6490058.09592285,-6243166.49318181,-1655668.25795455,612521.907954545,6487956.88827208
810,"11/30/24 04:15:00 AM",-8.829,-3.18825,4.16925,2024-11-30 04:15:00,-6253691.0625,-1659300.1875,612291.15,6498986.80332544,-6248463.89318181,-1658427.32045455,614478.334090909,6493943.89220252
811,"11/30/24 04:30:00 AM",-8.09325,-6.867,-0.73575,2024-11-30 04:30:00,-6261306.075,-1663825.05,613836.225,6507615.72874133,-6254112.44659091,-1661045.92159091,615933.1125,6500185.40987393
812,"11/30/24 04:45:00 AM",-11.03625,-2.4525,0.981,2024-11-30 04:45:00,-6269914.35,-1668018.825,613946.5875,6516981.13923872,-6260212.48295454,-1663714.6875,616826.045454545,6506820.8067006
813,"11/30/24 05:00:00 AM",9.07425,-1.71675,1.962,2024-11-30 05:00:00,-6270797.25,-1669894.9875,615270.9375,6518435.83587484,-6266232.25568181,-1666152.69545455,617869.472727273,6513334.29693664
814,"11/30/24 05:15:00 AM",2.4525,-2.20725,9.81,2024-11-30 05:15:00,-6265610.2125,-1671660.7875,620568.3375,6514401.4448725,-6272161.73181818,-1668159.28636364,619284.119318182,6519686.38092621
815,"11/30/24 05:30:00 AM",-8.58375,2.69775,-0.73575,2024-11-30 05:30:00,-6268369.275,-1671440.0625,624651.75,6517388.66871326,-6277990.87840909,-1670095.64659091,621049.919318182,6525957.50645277
816,"11/30/24 05:45:00 AM",-10.05525,-2.943,-1.71675,2024-11-30 05:45:00,-6276756.825,-1671550.425,623548.125,6525378.86468615,-6283529.06931818,-1672132.33636364,623207.004545455,6532012.27295019
817,"11/30/24 06:00:00 AM",-10.3005,0.24525,-0.4905,2024-11-30 06:00:00,-6285916.9125,-1672764.4125,622554.8625,6534406.38217446,-6288675.975,-1673888.10340909,625956.034090909,6537676.84104898
818,"11/30/24 06:15:00 AM",-7.848,0.24525,5.886,2024-11-30 06:15:00,-6294083.7375,-1672543.6875,624982.8375,6542438.07983137,-6293562.02386363,-1675503.40909091,629046.184090909,6543087.90348781
819,"11/30/24 06:30:00 AM",-9.56475,-1.22625,2.69775,2024-11-30 06:30:00,-6301919.475,-1672985.1375,628845.525,6550459.14680739,-6299130.31363636,-1676908.02272727,631945.707954546,6549082.76625653
820,"11/30/24 06:45:00 AM",-7.3575,-7.848,2.20725,2024-11-30 06:45:00,-6309534.4875,-1677068.55,631052.775,6559040.47671503,-6305571.47045454,-1678142.07613636,634644.572727273,6555855.43315003
821,"11/30/24 07:00:00 AM",-3.924,-2.4525,8.829,2024-11-30 07:00:00,-6314611.1625,-1681703.775,636019.0875,6565589.23479707,-6312223.31931818,-1679747.34886364,637373.536363636,6562929.92901586
822,"11/30/24 07:15:00 AM",-3.4335,-0.73575,9.07425,2024-11-30 07:15:00,-6317922.0375,-1683138.4875,644075.55,6569925.97782804,-6318945.39886363,-1681432.88522727,640503.818181818,6570131.80566561
823,"11/30/24 07:30:00 AM",-9.3195,-5.15025,-0.4905,2024-11-30 07:30:00,-6323660.8875,-1685787.1875,647938.2375,6576502.82606577,-6325155.79772727,-1683048.19090909,644376.538636364,6576897.26859419
824,"11/30/24 07:45:00 AM",-9.3195,6.13125,-1.22625,2024-11-30 07:45:00,-6332048.4375,-1685345.7375,647165.7,6584379.32633077,-6330423.09886363,-1684864.15568182,648098.764772727,6582792.96079005
825,"11/30/24 08:00:00 AM",-0.4905,-5.886,8.09325,2024-11-30 08:00:00,-6336462.9375,-1685235.375,650255.85,6588900.78070096,-6335238.91704545,-1686850.68068182,651028.3875,6588219.92170583
826,"11/30/24 08:15:00 AM",-10.791,-2.69775,1.71675,2024-11-30 08:15:00,-6341539.6125,-1689098.0625,654670.35,6595208.12323743,-6340134.99886363,-1688656.6125,653576.757954546,6593640.33792257
827,"11/30/24 08:30:00 AM",-9.56475,0.4905,5.64075,2024-11-30 08:30:00,-6350699.7,-1690091.325,657981.225,6604599.50783337,-6345362.16818181,-1690261.88522727,655653.579545455,6599282.04752854
828,"11/30/24 08:45:00 AM",1.71675,-1.4715,10.3005,2024-11-30 08:45:00,-6354231.3,-1690532.775,665154.7875,6608826.47438885,-6351000.68863636,-1691967.4875,657339.115909091,6605307.52060196
829,"11/30/24 09:00:00 AM",3.18825,-2.943,-8.58375,2024-11-30 09:00:00,-6352024.05,-1692519.3,665927.325,6607290.69398589,-6356699.40681818,-1693863.71590909,659094.882954546,6611447.4149621
830,"11/30/24 09:15:00 AM",-9.56475,-2.20725,-2.20725,2024-11-30 09:15:00,-6354893.475,-1694836.9125,661071.375,6610155.71688099,-6362357.99318181,-1696211.42727273,660930.913636364,6617672.33042434
831,"11/30/24 09:30:00 AM",-9.3195,-2.4525,-2.20725,2024-11-30 09:30:00,-6363391.3875,-1696933.8,659084.85,6618665.05509918,-6368417.89772727,-1698769.83068182,662205.098863636,6624281.18670261
832,"11/30/24 09:45:00 AM",-10.05525,-2.943,1.71675,2024-11-30 09:45:00,-6372110.025,-1699361.775,658864.125,6627648.04046267,-6374778.79090909,-1701027.24545455,663017.768181818,6631056.49979886
833,"11/30/24 10:00:00 AM",-7.3575,-2.69775,6.62175,2024-11-30 10:00:00,-6379945.7625,-1701900.1125,662616.45,6636206.18163569,-6381079.48636363,-1703144.19886364,663609.7125,6637715.82407929
834,"11/30/24 10:15:00 AM",-6.867,-7.848,3.67875,2024-11-30 10:15:00,-6386346.7875,-1706645.7,667251.675,6644041.66402727,-6387841.69772727,-1705281.21818182,663539.481818182,6644757.70269187
835,"11/30/24 10:30:00 AM",-10.791,-2.20725,-3.4335,2024-11-30 10:30:00,-6394292.8875,-1711170.5625,667362.0375,6652853.39641539,-6395466.74318181,-1707578.76477273,663589.646590909,6652682.27465392
836,"11/30/24 10:45:00 AM",-8.829,-2.69775,-3.4335,2024-11-30 10:45:00,-6403121.8875,-1713377.8125,664271.8875,6661598.19976195,-6403503.13977272,-1710056.90454545,664322.052272727,6661117.06761019
837,"11/30/24 11:00:00 AM",-9.81,1.4715,1.962,2024-11-30 11:00:00,-6411509.4375,-1713929.625,663609.7125,6669736.56729623,-6411579.66818181,-1712695.57159091,665355.446590909,6669661.72451281
838,"11/30/24 11:15:00 AM",-9.07425,-0.24525,0,2024-11-30 11:15:00,-6420007.34999999,-1713377.8125,664492.6125,6677852.07491813,-6419646.16363636,-1715484.73295455,666559.401136364,6678252.45895428
839,"11/30/24 11:30:00 AM",-10.05525,-1.22625,-0.24525,2024-11-30 11:30:00,-6428615.625,-1714039.9875,664382.25,6686287.13912723,-6427843.08749999,-1718293.96022727,667462.367045455,6686943.75657706
840,"11/30/24 11:45:00 AM",-6.13125,-7.11225,4.905,2024-11-30 11:45:00,-6435899.55,-1717792.3125,666479.1375,6694460.98556837,-6436351.03295454,-1720742.00113636,667943.948863636,6695799.06364783
841,"11/30/24 12:00:00 PM",-10.3005,-2.4525,0.981,2024-11-30 12:00:00,-6443293.83749999,-1722096.45,669127.8375,6702938.43939995,-6444678.38522727,-1722778.69090909,668064.344318182,6704339.18210744
842,"11/30/24 12:15:00 PM",-9.56475,-6.13125,1.962,2024-11-30 12:15:00,-6452233.19999999,-1725959.1375,670452.1875,6712656.28102806,-6452694.71590909,-1724875.57840909,668134.575,6712591.26659101
843,"11/30/24 12:30:00 PM",-9.56475,-2.943,1.71675,2024-11-30 12:30:00,-6460841.47499999,-1730042.55,672107.625,6722146.11931887,-6460741.14545454,-1727223.28977273,668355.3,6720951.75995937
844,"11/30/24 12:45:00 PM",-11.03625,-3.18825,-0.73575,2024-11-30 12:45:00,-6470111.925,-1732801.6125,672549.075,6731810.45548618,-6468566.84999999,-1730072.64886364,668816.815909091,6729252.84876009
845,"11/30/24 01:00:00 PM",-10.791,1.4715,0.73575,2024-11-30 13:00:00,-6479934.1875,-1733574.15,672549.075,6741450.04180575,-6476171.82954545,-1733363.45795455,669629.485227273,6737490.31657247
846,"11/30/24 01:15:00 PM",-2.4525,-1.4715,-9.3195,2024-11-30 13:15:00,-6485893.7625,-1733574.15,668686.3875,6746794.69947118,-6483485.85340909,-1736714.46477273,669990.671590909,6745419.30470234
847,"11/30/24 01:30:00 PM",-9.56475,-4.905,1.22625,2024-11-30 13:30:00,-6491301.525,-1736443.575,665044.425,6752371.12908122,-6490508.9215909,-1739985.20795455,669800.045454545,6752993.80936491
848,"11/30/24 01:45:00 PM",-9.81,-2.4525,0.981,2024-11-30 13:45:00,-6500020.1625,-1739754.45,666037.6875,6761701.99434814,-6497552.05568181,-1742924.86363636,669589.353409091,6760500.09579949
