"Plot Title: t3_low_mllmeso"
"#","Date Time, GMT+01:00","X Accel, g (LGR S/N: 21820141, SEN S/N: 21820141)","Coupler Detached (LGR S/N: 21820141)","Host Connected (LGR S/N: 21820141)","Coupler Attached (LGR S/N: 21820141)","Stopped (LGR S/N: 21820141)","End Of File (LGR S/N: 21820141)"
215,30/06/25 13:10:32,-1.050,,,,,
216,30/06/25 13:10:33,-1.025,,,,,
217,30/06/25 13:10:34,-1.025,,,,,
218,30/06/25 13:10:35,-1.025,,,,,
219,30/06/25 13:10:36,-1.025,,,,,
220,30/06/25 13:10:37,-1.025,,,,,
221,30/06/25 13:10:38,-1.025,,,,,
222,30/06/25 13:10:39,-1.025,,,,,
223,30/06/25 13:10:40,-1.025,,,,,
224,30/06/25 13:10:41,-1.025,,,,,
225,30/06/25 13:10:42,-1.025,,,,,
226,30/06/25 13:10:43,-1.025,,,,,
227,30/06/25 13:10:44,-1.025,,,,,
228,30/06/25 13:10:45,-1.025,,,,,
229,30/06/25 13:10:46,-1.025,,,,,
230,30/06/25 13:10:47,-1.025,,,,,
231,30/06/25 13:10:48,-1.025,,,,,
232,30/06/25 13:10:49,-1.025,,,,,
233,30/06/25 13:10:50,-1.025,,,,,
234,30/06/25 13:10:51,-1.025,,,,,
235,30/06/25 13:10:52,-1.025,,,,,
236,30/06/25 13:10:53,-1.075,,,,,
237,30/06/25 13:10:54,-1.025,,,,,
238,30/06/25 13:10:55,-1.025,,,,,
239,30/06/25 13:10:56,-1.025,,,,,
240,30/06/25 13:10:57,-1.025,,,,,
241,30/06/25 13:10:58,-1.025,,,,,
242,30/06/25 13:10:59,-1.025,,,,,
243,30/06/25 13:11:00,-1.025,,,,,
244,30/06/25 13:11:01,-1.025,,,,,
245,30/06/25 13:11:02,-1.025,,,,,
246,30/06/25 13:11:03,-1.025,,,,,
247,30/06/25 13:11:04,-1.025,,,,,
248,30/06/25 13:11:05,-1.025,,,,,
249,30/06/25 13:11:06,-1.025,,,,,
250,30/06/25 13:11:07,-1.025,,,,,
251,30/06/25 13:11:08,-1.025,,,,,
252,30/06/25 13:11:09,-1.025,,,,,
253,30/06/25 13:11:10,-1.025,,,,,
254,30/06/25 13:11:11,-1.025,,,,,
255,30/06/25 13:11:12,-1.025,,,,,
256,30/06/25 13:11:13,-1.025,,,,,
257,30/06/25 13:11:14,-1.025,,,,,
258,30/06/25 13:11:15,-1.025,,,,,
259,30/06/25 13:11:16,-1.025,,,,,
260,30/06/25 13:11:17,-1.025,,,,,
261,30/06/25 13:11:18,-1.025,,,,,
262,30/06/25 13:11:19,-1.025,,,,,
263,30/06/25 13:11:20,-1.025,,,,,
264,30/06/25 13:11:21,-1.025,,,,,
265,30/06/25 13:11:22,-1.050,,,,,
266,30/06/25 13:11:23,-1.025,,,,,
267,30/06/25 13:11:24,-1.025,,,,,
268,30/06/25 13:11:25,-1.025,,,,,
269,30/06/25 13:11:26,-1.050,,,,,
270,30/06/25 13:11:27,-1.025,,,,,
271,30/06/25 13:11:28,-1.025,,,,,
272,30/06/25 13:11:29,-1.025,,,,,
273,30/06/25 13:11:30,-1.025,,,,,
274,30/06/25 13:11:31,-1.025,,,,,
275,30/06/25 13:11:32,-1.025,,,,,
276,30/06/25 13:11:33,-1.025,,,,,
277,30/06/25 13:11:34,-1.025,,,,,
278,30/06/25 13:11:35,-1.025,,,,,
279,30/06/25 13:11:36,-1.025,,,,,
280,30/06/25 13:11:37,-1.025,,,,,
281,30/06/25 13:11:38,-1.025,,,,,
282,30/06/25 13:11:39,-1.025,,,,,
283,30/06/25 13:11:40,-1.025,,,,,
284,30/06/25 13:11:41,-1.025,,,,,
285,30/06/25 13:11:42,-1.025,,,,,
286,30/06/25 13:11:43,-1.025,,,,,
287,30/06/25 13:11:44,-1.025,,,,,
288,30/06/25 13:11:45,-1.025,,,,,
289,30/06/25 13:11:46,-1.025,,,,,
290,30/06/25 13:11:47,-1.025,,,,,
291,30/06/25 13:11:48,-1.025,,,,,
292,30/06/25 13:11:49,-1.025,,,,,
293,30/06/25 13:11:50,-1.025,,,,,
294,30/06/25 13:11:51,-1.025,,,,,
295,30/06/25 13:11:52,-1.025,,,,,
296,30/06/25 13:11:53,-1.025,,,,,
297,30/06/25 13:11:54,-1.025,,,,,
298,30/06/25 13:11:55,-1.025,,,,,
299,30/06/25 13:11:56,-1.025,,,,,
300,30/06/25 13:11:57,-1.025,,,,,
301,30/06/25 13:11:58,-1.025,,,,,
302,30/06/25 13:11:59,-1.025,,,,,
303,30/06/25 13:12:00,-1.050,,,,,
304,30/06/25 13:12:01,-1.025,,,,,
305,30/06/25 13:12:02,-1.025,,,,,
306,30/06/25 13:12:03,-1.025,,,,,
307,30/06/25 13:12:04,-1.025,,,,,
308,30/06/25 13:12:05,-1.025,,,,,
309,30/06/25 13:12:06,-1.025,,,,,
310,30/06/25 13:12:07,-1.025,,,,,
311,30/06/25 13:12:08,-1.025,,,,,
312,30/06/25 13:12:09,-1.025,,,,,
313,30/06/25 13:12:10,-1.025,,,,,
314,30/06/25 13:12:11,-1.025,,,,,
315,30/06/25 13:12:12,-1.025,,,,,
