"Plot Title: tank4_high_mm"
"#","Date Time, GMT+01:00","X Accel, g (LGR S/N: 21820140, SEN S/N: 21820140)","Coupler Detached (LGR S/N: 21820140)","Coupler Attached (LGR S/N: 21820140)","Host Connected (LGR S/N: 21820140)","Stopped (LGR S/N: 21820140)","End Of File (LGR S/N: 21820140)"
1,30/06/25 13:08:11,0.000,,,,,
2,30/06/25 13:08:12,-0.250,,,,,
3,30/06/25 13:08:13,0.025,,,,,
4,30/06/25 13:08:14,0.700,Logged,,,,
5,30/06/25 13:08:15,0.100,,,,,
6,30/06/25 13:08:16,-0.350,,Logged,Logged,,
7,30/06/25 13:08:17,-0.125,,,,,
8,30/06/25 13:08:18,0.000,,,,,
9,30/06/25 13:08:19,0.000,,,,,
10,30/06/25 13:08:20,0.000,,,,,
11,30/06/25 13:08:21,-0.025,,,,,
12,30/06/25 13:08:22,0.000,,,,,
13,30/06/25 13:08:23,0.000,,,,,
14,30/06/25 13:08:24,0.000,,,,,
15,30/06/25 13:08:25,0.000,,,,,
16,30/06/25 13:08:26,-0.025,,,,,
17,30/06/25 13:08:27,0.000,,,,,
18,30/06/25 13:08:28,0.000,,,,,
19,30/06/25 13:08:29,0.000,,,,,
20,30/06/25 13:08:30,0.000,,,,,
21,30/06/25 13:08:31,-0.125,,,,,
22,30/06/25 13:08:32,0.550,Logged,,,,
23,30/06/25 13:08:33,0.300,,,,,
24,30/06/25 13:08:34,0.825,,,,,
25,30/06/25 13:08:35,1.050,,,,,
26,30/06/25 13:08:36,0.975,,,,,
27,30/06/25 13:08:37,1.000,,,,,
28,30/06/25 13:08:38,0.725,,,,,
29,30/06/25 13:08:39,-0.125,,,,,
30,30/06/25 13:08:40,-0.875,,,,,
31,30/06/25 13:08:41,-1.000,,,,,
32,30/06/25 13:08:42,-1.025,,,,,
33,30/06/25 13:08:43,-1.050,,,,,
34,30/06/25 13:08:44,-1.075,,,,,
35,30/06/25 13:08:45,-1.025,,,,,
36,30/06/25 13:08:46,-1.025,,,,,
37,30/06/25 13:08:47,-1.075,,,,,
38,30/06/25 13:08:48,-1.025,,,,,
39,30/06/25 13:08:49,-1.075,,,,,
40,30/06/25 13:08:50,-1.075,,,,,
41,30/06/25 13:08:51,-1.075,,,,,
42,30/06/25 13:08:52,-1.075,,,,,
43,30/06/25 13:08:53,-1.025,,,,,
44,30/06/25 13:08:54,-1.025,,,,,
45,30/06/25 13:08:55,-1.075,,,,,
46,30/06/25 13:08:56,-1.075,,,,,
47,30/06/25 13:08:57,-1.075,,,,,
48,30/06/25 13:08:58,-1.025,,,,,
49,30/06/25 13:08:59,-1.075,,,,,
50,30/06/25 13:09:00,-1.075,,,,,
51,30/06/25 13:09:01,-1.075,,,,,
52,30/06/25 13:09:02,-1.075,,,,,
53,30/06/25 13:09:03,-1.075,,,,,
54,30/06/25 13:09:04,-1.075,,,,,
55,30/06/25 13:09:05,-1.075,,,,,
56,30/06/25 13:09:06,-1.075,,,,,
57,30/06/25 13:09:07,-1.075,,,,,
58,30/06/25 13:09:08,-1.075,,,,,
59,30/06/25 13:09:09,-1.075,,,,,
60,30/06/25 13:09:10,-1.075,,,,,
61,30/06/25 13:09:11,-1.075,,,,,
62,30/06/25 13:09:12,-1.075,,,,,
63,30/06/25 13:09:13,-1.025,,,,,
64,30/06/25 13:09:14,-1.075,,,,,
65,30/06/25 13:09:15,-1.025,,,,,
66,30/06/25 13:09:16,-1.075,,,,,
67,30/06/25 13:09:17,-1.075,,,,,
68,30/06/25 13:09:18,-1.025,,,,,
69,30/06/25 13:09:19,-1.025,,,,,
70,30/06/25 13:09:20,-1.075,,,,,
71,30/06/25 13:09:21,-1.075,,,,,
72,30/06/25 13:09:22,-1.075,,,,,
73,30/06/25 13:09:23,-1.075,,,,,
74,30/06/25 13:09:24,-1.075,,,,,
75,30/06/25 13:09:25,-1.075,,,,,
76,30/06/25 13:09:26,-1.075,,,,,
77,30/06/25 13:09:27,-1.075,,,,,
78,30/06/25 13:09:28,-1.025,,,,,
79,30/06/25 13:09:29,-1.025,,,,,
80,30/06/25 13:09:30,-1.050,,,,,
81,30/06/25 13:09:31,-1.075,,,,,
82,30/06/25 13:09:32,-1.025,,,,,
83,30/06/25 13:09:33,-1.025,,,,,
84,30/06/25 13:09:34,-1.075,,,,,
85,30/06/25 13:09:35,-1.075,,,,,
86,30/06/25 13:09:36,-1.025,,,,,
87,30/06/25 13:09:37,-1.075,,,,,
88,30/06/25 13:09:38,-1.075,,,,,
89,30/06/25 13:09:39,-1.075,,,,,
90,30/06/25 13:09:40,-1.025,,,,,
91,30/06/25 13:09:41,-1.075,,,,,
92,30/06/25 13:09:42,-1.075,,,,,
93,30/06/25 13:09:43,-1.075,,,,,
94,30/06/25 13:09:44,-1.075,,,,,
95,30/06/25 13:09:45,-1.075,,,,,
96,30/06/25 13:09:46,-1.025,,,,,
97,30/06/25 13:09:47,-1.075,,,,,
98,30/06/25 13:09:48,-1.025,,,,,
99,30/06/25 13:09:49,-1.075,,,,,
100,30/06/25 13:09:50,-1.025,,,,,
101,30/06/25 13:09:51,-1.075,,,,,
102,30/06/25 13:09:52,-1.075,,,,,
103,30/06/25 13:09:53,-1.075,,,,,
104,30/06/25 13:09:54,-1.075,,,,,
105,30/06/25 13:09:55,-1.075,,,,,
106,30/06/25 13:09:56,-1.075,,,,,
107,30/06/25 13:09:57,-1.025,,,,,
108,30/06/25 13:09:58,-1.075,,,,,
109,30/06/25 13:09:59,-1.075,,,,,
110,30/06/25 13:10:00,-1.075,,,,,
111,30/06/25 13:10:01,-1.025,,,,,
112,30/06/25 13:10:02,-1.075,,,,,
113,30/06/25 13:10:03,-1.075,,,,,
114,30/06/25 13:10:04,-1.075,,,,,
115,30/06/25 13:10:05,-1.075,,,,,
116,30/06/25 13:10:06,-1.075,,,,,
117,30/06/25 13:10:07,-1.075,,,,,
118,30/06/25 13:10:08,-1.025,,,,,
119,30/06/25 13:10:09,-1.075,,,,,
120,30/06/25 13:10:10,-1.075,,,,,
121,30/06/25 13:10:11,-1.075,,,,,
122,30/06/25 13:10:12,-1.075,,,,,
123,30/06/25 13:10:13,-1.075,,,,,
124,30/06/25 13:10:14,-1.025,,,,,
125,30/06/25 13:10:15,-1.075,,,,,
126,30/06/25 13:10:16,-1.025,,,,,
127,30/06/25 13:10:17,-1.075,,,,,
128,30/06/25 13:10:18,-1.075,,,,,
129,30/06/25 13:10:19,-1.075,,,,,
130,30/06/25 13:10:20,-1.075,,,,,
131,30/06/25 13:10:21,-1.025,,,,,
132,30/06/25 13:10:22,-1.025,,,,,
133,30/06/25 13:10:23,-1.075,,,,,
134,30/06/25 13:10:24,-1.075,,,,,
135,30/06/25 13:10:25,-1.025,,,,,
136,30/06/25 13:10:26,-1.025,,,,,
137,30/06/25 13:10:27,-1.075,,,,,
138,30/06/25 13:10:28,-1.075,,,,,
139,30/06/25 13:10:29,-1.075,,,,,
140,30/06/25 13:10:30,-1.075,,,,,
141,30/06/25 13:10:31,-1.075,,,,,
142,30/06/25 13:10:32,-1.075,,,,,
143,30/06/25 13:10:33,-1.075,,,,,
144,30/06/25 13:10:34,-1.075,,,,,
145,30/06/25 13:10:35,-1.075,,,,,
146,30/06/25 13:10:36,-1.075,,,,,
147,30/06/25 13:10:37,-1.025,,,,,
148,30/06/25 13:10:38,-1.075,,,,,
149,30/06/25 13:10:39,-1.075,,,,,
150,30/06/25 13:10:40,-1.075,,,,,
151,30/06/25 13:10:41,-1.075,,,,,
152,30/06/25 13:10:42,-1.075,,,,,
153,30/06/25 13:10:43,-1.025,,,,,
154,30/06/25 13:10:44,-1.025,,,,,
155,30/06/25 13:10:45,-1.075,,,,,
156,30/06/25 13:10:46,-1.075,,,,,
157,30/06/25 13:10:47,-1.075,,,,,
