origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,rank_of_blade_on_rock,,no_young_blades_per_rock,swab_prior_enrichment,swab_after_ernichment_16_5,blade_side,blade_zone,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,x,middle,Membranipora,0.2,0.031415927,,
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,y,base,,,NA,,
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,y,middle,Pilosa,0.4,0.083775804,,
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,y,middle,Pilosa,0.4,0.083775804,,
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,y,middle,Membranipora,0.3,0.070685835,,
Adult_local,28,,12_5_2025,,7,6,High,C,28,blue,Blue,farland,bryo=19;hydro=123;donut=5;maerl=5,AB28,NA,old,04/06/2025,320,,,NA,,,60,151,y,tip,,,NA,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,59,135,y,base,Spirobranchus,,NA,,1
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,x,tip,Pilosa,1.5,1.178097245,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,x,tip,Membranipora,1,0.785398163,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,x,tip,Membranipora,0.8,0.502654825,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,x,tip,Pilosa,1.9,1.89019158,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,x,tip,Pilosa,1.2,0.753982237,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,y,base,,,NA,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,,,,,59,135,y,base,Spirobranchus,,NA,,2
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,,,,,66,157,y,tip,Obelia,NA,NA,2,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,y,tip,Membranipora,0.3,0.070685835,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,y,middle,Membranipora,0.2,0.031415927,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,y,tip,Pilosa,1.4,1.0262536,,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,,,,,66,157,y,tip,Obelia,NA,NA,4,
Adult_local,34,,12_5_2025,,7,7,Low,C,110notag,,Green,farland,clean,AG34,NA,old,12/06/2025,66,,tag detached,NA,,,66,157,y,tip,Pilosa,0.8,0.335103216,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,59,135,x,base,Spirobranchus,,NA,,20
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,base,Pilosa,0.5,0.130899694,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Pilosa,1.2,0.753982237,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Membranipora,0.1,0.007853982,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Membranipora,0.1,0.007853982,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Pilosa,0.5,0.130899694,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,tip,Membranipora,2,3.141592654,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,base,Membranipora,1.5,1.767145868,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,base,Membranipora,0.5,0.196349541,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,59,135,x,tip,Spirobranchus,,NA,,6
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,base,Pilosa,1.5,1.178097245,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,middle,,,NA,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,59,135,y,base,Spirobranchus,,NA,,2
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,59,135,y,middle,Spirobranchus,,NA,,4
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,59,135,y,tip,Spirobranchus,,NA,,8
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,middle,Pilosa,1.4,1.0262536,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,66,157,x,tip,Spirobranchus,,,,1
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,tip,Pilosa,0.5,0.130899694,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,x,tip,Pilosa,0.4,0.083775804,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,66,157,y,middle,Spirobranchus,,,,3
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,,,,,76,146,x,base,Spirobranchus,,,,1
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,,,,,76,146,y,middle,Obelia,NA,NA,2,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,middle,Pilosa,0.4,0.083775804,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,,,,,76,146,y,base,Spirobranchus,,,,3
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,,,,,76,146,y,tip,Obelia,NA,NA,1,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,tip,Pilosa,1,0.523598776,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,tip,Pilosa,0.8,0.335103216,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,tip,Membranipora,0.2,0.031415927,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,tip,Membranipora,0.3,0.070685835,,
Adult_local,44,,13_5_2025,,7,4,High,C,120notag,,Green,FSC slip,some sils,AG44,NA,old,12/06/2025,140,,tag detached,NA,,,76,146,y,tip,Membranipora,0.3,0.070685835,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,base,,,NA,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,base,Membranipora,0.2,0.031415927,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,base,Membranipora,1,0.785398163,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,middle,Membranipora,1,0.785398163,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,middle,Pilosa,1,0.523598776,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,middle,Pilosa,0.5,0.130899694,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,,,,,76,146,y,tip,Spirobranchus,,NA,,1
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,,,,,21,124,x,tip,Obelia,NA,NA,3,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,tip,Pilosa,1.5,1.178097245,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,tip,Pilosa,1,0.523598776,,
Adult_local,3,,27_4_2025,1,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,base,,,NA,,
Adult_local,3,,27_4_2025,1,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,,,,62,134,x,middle,Obelia,NA,NA,1,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,middle,Membranipora,0.5,0.196349541,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,middle,Pilosa,0.5,0.130899694,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,middle,Pilosa,0.3,0.04712389,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,middle,Membranipora,0.4,0.125663706,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,tip,Pilosa,0.1,0.005235988,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,tip,Pilosa,0.2,0.020943951,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,x,tip,Membranipora,0.2,0.031415927,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,y,base,,,NA,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,,,,62,134,y,middle,Obelia,NA,NA,1,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,y,middle,Membranipora,1,0.785398163,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,y,middle,Membranipora,0.4,0.125663706,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,y,middle,Membranipora,0.3,0.070685835,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,y,middle,Membranipora,0.2,0.031415927,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,,,,62,134,y,tip,Obelia,NA,NA,4,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,04/06/2025,200,,,NA,,,62,134,y,tip,Pilosa,1,0.523598776,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,x,tip,Pilosa,1.3,0.884881931,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,base,,,NA,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,middle,Membranipora,0.2,0.031415927,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,middle,Membranipora,0.3,0.070685835,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,tip,Membranipora,1.5,1.767145868,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,tip,Membranipora,1,0.785398163,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,tip,Membranipora,1.5,1.767145868,,
Adult_local,3,,27_4_2025,1,7,4,High,P,120notag,,White,FSC slip,,AW3,NA,old,04/06/2025,162,,tag detached,NA,,,21,124,y,tip,Membranipora,1,0.785398163,,
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,base,,,,,
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,76,146,x,base,Spirobranchus,,NA,,2
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,base,Membranipora,0.3,0.070685835,,
Adult_local,38,,12_5_2026,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,76,146,x,middle,Spirobranchus,,,,6
Adult_local,38,,12_5_2026,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,39,,12_5_2027,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,middle,Membranipora,0.3,0.070685835,,
Adult_local,40,,12_5_2028,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,,,,,69,154,x,tip,Obelia,NA,NA,2,
Adult_local,41,,12_5_2029,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,tip,Membranipora,0.5,0.196349541,,
Adult_local,42,,12_5_2030,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,tip,Pilosa,0.8,0.335103216,,
Adult_local,43,,12_5_2031,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,x,tip,Membranipora,0.4,0.125663706,,
Adult_local,44,,12_5_2032,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,76,146,x,tip,Spirobranchus,,,,1
Adult_local,44,,12_5_2032,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,base,Membranipora,0.3,0.070685835,,
Adult_local,45,,12_5_2033,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,1 x epiphyte,NA,,,76,146,y,base,Spirobranchus,,NA,,6
Adult_local,45,,12_5_2033,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,1 x epiphyte,NA,,,69,154,y,middle,Membranipora,0.3,0.070685835,,
Adult_local,46,,12_5_2034,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,middle,Membranipora,0.3,0.070685835,,
Adult_local,47,,12_5_2035,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,,,,,69,154,y,tip,Obelia,NA,NA,1,
Adult_local,48,,12_5_2036,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,,,,,76,146,y,middle,Spirobranchus,,,,6
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,tip,Membranipora,0.6,0.282743339,,
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,tip,Pilosa,0.8,0.335103216,,
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,tip,Membranipora,0.4,0.125663706,,
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,tip,Membranipora,0.4,0.125663706,,
Adult_local,37,,12_5_2025,,7,3,Low,C,123notag,,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,12/06/2025,200,,tag detached,NA,,,69,154,y,tip,Membranipora,0.5,0.196349541,,
Adult_local,30,,12_5_2025,,7,4,High,P,yt,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,76,146,y,tip,Spirobranchus,,,,1
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,no tip,NA,,,62,134,x,base,Obelia,NA,NA,15,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,x,middle,Membranipora,0.1,0.007853982,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,x,middle,Membranipora,2,3.141592654,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,x,middle,Membranipora,1.5,1.767145868,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,21,124,x,tip,Spirobranchus,,,,1
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,base,Membranipora,0.1,0.007853982,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,base,Membranipora,0.2,0.031415927,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,base,Membranipora,0.1,0.007853982,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,base,,0.2,NA,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,69,154,x,base,Spirobranchus,,,,1
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,middle,Membranipora,2.5,4.908738521,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,middle,Membranipora,0.1,0.007853982,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,middle,Membranipora,0.1,0.007853982,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,middle,Membranipora,0.2,0.031415927,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,middle,Membranipora,1,0.785398163,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,62,134,y,middle,Pilosa,1.4,1.0262536,,
Adult_local,30,,12_5_2025,,7,4,High,P,30,blue,Blue,farland,bryo=11;hydro=37,AB30,NA,old,02/07/2025,200,,,NA,,,69,154,x,middle,Spirobranchus,,,,4
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,NA,,,63,152,x,base,,,NA,,
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,NA,,,63,152,x,middle,Membranipora,0.8,0.502654825,,
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,NA,,,63,152,x,middle,Membranipora,0.5,0.196349541,,
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,,,,63,152,x,tip,Obelia,NA,NA,10,
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,NA,,,63,152,x,tip,Membranipora,0.3,0.070685835,,
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,NA,,,63,152,x,tip,Membranipora,0.4,0.125663706,,
Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,04/06/2025,240,,,NA,,,63,152,x,tip,Pilosa,0.5,0.130899694,,
