sample_id,ND_conc,a260_280,a260_230,qubit_pred,qubit_lb,qubit_ub,CI_width,ND_to_Qb_correction_factor,outside_range
d2b6 1,66.08,2.113,1.848,20.140924596796733,10.296540637900613,39.3973915977825,29.10085095988189,0.30479607440673023,FALSE
d2c1 1,21.84,2.033,1.665,9.6046525778712315,4.891733933194681,18.858211096808887,13.966477163614206,0.4397734696827487,FALSE
d2c2 1,81.97,2.161,2.047,22.988455918885865,11.744742039712557,44.99622926988462,33.25148723017207,0.28044962692309217,FALSE
d2c3 1,15.2,1.978,1.517,7.60792270282884,3.851377783133603,15.028514757938156,11.177136974804553,0.5005212304492658,FALSE
d2c4 1,57.91,2.018,1.848,18.8466220184759,9.606782320198565,36.973374608529596,27.36659228833103,0.32544676253627874,FALSE
d2c5 1,49.66,2.028,1.546,17.010440338188793,8.679752250711708,33.33679028400314,24.657038033291435,0.3425380656099234,FALSE
d2c6 1,69.79,2.115,2.1,20.794805891870205,10.624757345979566,40.699654401442885,30.074897055463317,0.2979625432278292,FALSE
d2d1 1,27.71,1.953,1.849,11.516840072313677,5.845325481580424,22.69122663386546,16.845901152285034,0.4156203562725975,FALSE
d2d2 1,66.96,2.003,1.199,21.204686860758507,10.792368944137836,41.66265508436475,30.870286140226916,0.3166769244438248,FALSE
d2d3 1,36.48,1.987,1.672,13.85577338287933,7.054910661796158,27.212599172564033,20.157688510767876,0.37981834931138514,FALSE
d2d4 1,64.46,2.124,1.155,20.030531536615488,10.246882269473668,39.15553854215956,28.908656272685896,0.3107435857371314,FALSE
d2d5 1,81.21,2.043,1.799,23.678280290282686,12.062127808672143,46.48109905634549,34.41897124767335,0.29156852961806046,FALSE
d2d6 1,42.68,2.082,1.295,15.184881676170388,7.768831871926372,29.680219023985654,21.911387152059284,0.35578448163473264,FALSE
