"Plot Title: 21820136_Pendant1"
"#","Date Time, GMT+00:00","X Accel, g (LGR S/N: 21820136, SEN S/N: 21820136)","Y Accel, g (LGR S/N: 21820136, SEN S/N: 21820136)","Z Accel, g (LGR S/N: 21820136, SEN S/N: 21820136)","End Of File (LGR S/N: 21820136)"
408,11/23/24 03:55:00 AM,-1.000,-0.300,-0.350,
409,11/23/24 04:00:00 AM,-1.025,-0.350,0.025,
410,11/23/24 04:05:00 AM,-0.975,-0.175,-0.250,
411,11/23/24 04:10:00 AM,-1.075,-0.275,-0.150,
412,11/23/24 04:15:00 AM,-1.100,-0.125,-0.225,
413,11/23/24 04:20:00 AM,-1.025,-0.150,-0.025,
414,11/23/24 04:25:00 AM,-1.025,-0.275,-0.025,
415,11/23/24 04:30:00 AM,-0.950,-0.100,-0.275,
416,11/23/24 04:35:00 AM,-1.025,-0.325,-0.050,
417,11/23/24 04:40:00 AM,-1.050,-0.200,0.000,
418,11/23/24 04:45:00 AM,-1.125,-0.175,-0.125,
419,11/23/24 04:50:00 AM,-1.000,-0.450,-0.125,
420,11/23/24 04:55:00 AM,-1.050,-0.325,-0.025,
421,11/23/24 05:00:00 AM,-1.025,-0.275,-0.025,
422,11/23/24 05:05:00 AM,-0.975,-0.275,0.025,
423,11/23/24 05:10:00 AM,-0.850,0.025,-0.475,
424,11/23/24 05:15:00 AM,-0.875,-0.250,-0.300,
425,11/23/24 05:20:00 AM,-1.125,-0.125,0.025,
426,11/23/24 05:25:00 AM,-0.950,-0.450,-0.175,
427,11/23/24 05:30:00 AM,-1.075,-0.275,0.000,
428,11/23/24 05:35:00 AM,-1.050,-0.400,0.075,
429,11/23/24 05:40:00 AM,-1.025,-0.325,-0.150,
430,11/23/24 05:45:00 AM,-0.975,-0.375,-0.150,
431,11/23/24 05:50:00 AM,-1.050,-0.425,0.025,
432,11/23/24 05:55:00 AM,-1.075,-0.175,-0.250,
433,11/23/24 06:00:00 AM,-1.000,-0.200,-0.075,
434,11/23/24 06:05:00 AM,-0.900,0.075,-0.375,
435,11/23/24 06:10:00 AM,-1.025,-0.175,-0.275,
436,11/23/24 06:15:00 AM,-1.050,-0.350,-0.075,
437,11/23/24 06:20:00 AM,-1.000,-0.275,-0.025,
438,11/23/24 06:25:00 AM,-1.025,-0.375,-0.125,
439,11/23/24 06:30:00 AM,-0.975,-0.600,0.025,
440,11/23/24 06:35:00 AM,-0.975,-0.450,-0.175,
441,11/23/24 06:40:00 AM,-1.000,-0.400,0.050,
442,11/23/24 06:45:00 AM,-1.000,-0.375,0.050,
443,11/23/24 06:50:00 AM,-0.825,-0.300,-0.500,
444,11/23/24 06:55:00 AM,-1.150,-0.400,-0.150,
445,11/23/24 07:00:00 AM,-1.025,-0.125,-0.175,
446,11/23/24 07:05:00 AM,-1.125,-0.175,0.025,
447,11/23/24 07:10:00 AM,-0.775,-0.550,-0.225,
448,11/23/24 07:15:00 AM,-0.875,0.000,-0.400,
449,11/23/24 07:20:00 AM,-0.825,-0.425,-0.500,
450,11/23/24 07:25:00 AM,-0.975,-0.250,0.350,
451,11/23/24 07:30:00 AM,-1.025,-0.425,-0.275,
452,11/23/24 07:35:00 AM,-0.850,-0.700,0.250,
453,11/23/24 07:40:00 AM,-1.075,-0.300,0.400,
454,11/23/24 07:45:00 AM,-0.850,-0.200,-0.250,
455,11/23/24 07:50:00 AM,-0.850,-0.150,-0.450,
456,11/23/24 07:55:00 AM,-0.925,-0.600,0.175,
457,11/23/24 08:00:00 AM,-0.800,-0.775,0.025,
458,11/23/24 08:05:00 AM,-0.900,-0.300,-0.400,
459,11/23/24 08:10:00 AM,-1.075,-0.250,0.350,
460,11/23/24 08:15:00 AM,-0.825,-0.250,-0.575,
461,11/23/24 08:20:00 AM,-0.775,-0.775,0.350,
462,11/23/24 08:25:00 AM,-0.950,-0.550,-0.125,
463,11/23/24 08:30:00 AM,-0.950,-0.200,-0.550,
464,11/23/24 08:35:00 AM,-0.950,-0.675,-0.100,
465,11/23/24 08:40:00 AM,-0.675,-0.875,0.300,
466,11/23/24 08:45:00 AM,-0.700,-0.025,0.825,
467,11/23/24 08:50:00 AM,-0.700,-0.325,0.725,
468,11/23/24 08:55:00 AM,-0.750,-0.550,0.325,
469,11/23/24 09:00:00 AM,-0.575,-0.100,-0.750,
470,11/23/24 09:05:00 AM,-0.975,-0.250,-0.225,
471,11/23/24 09:10:00 AM,-0.925,-0.425,0.075,
472,11/23/24 09:15:00 AM,-0.975,-0.375,0.200,
473,11/23/24 09:20:00 AM,-0.800,-0.200,-0.650,
474,11/23/24 09:25:00 AM,-0.725,-0.025,0.400,
475,11/23/24 09:30:00 AM,-0.950,-0.700,0.200,
476,11/23/24 09:35:00 AM,-0.825,-0.250,0.650,
477,11/23/24 09:40:00 AM,-0.775,-0.700,0.300,
478,11/23/24 09:45:00 AM,-0.875,-0.450,0.075,
479,11/23/24 09:50:00 AM,1.925,-0.250,0.025,
480,11/23/24 09:55:00 AM,-1.150,-0.300,-0.075,
481,11/23/24 10:00:00 AM,-0.850,-0.200,0.550,
482,11/23/24 10:05:00 AM,-0.775,-0.025,-0.700,
483,11/23/24 10:10:00 AM,-0.675,-0.550,0.675,
484,11/23/24 10:15:00 AM,-0.925,-0.500,-0.350,
485,11/23/24 10:20:00 AM,-0.800,-0.125,-0.575,
486,11/23/24 10:25:00 AM,-1.075,-0.325,0.025,
487,11/23/24 10:30:00 AM,-0.975,-0.300,0.125,
488,11/23/24 10:35:00 AM,-0.950,-0.475,0.175,
489,11/23/24 10:40:00 AM,-0.875,-0.525,0.500,
490,11/23/24 10:45:00 AM,-1.125,-0.225,-0.200,
491,11/23/24 10:50:00 AM,-0.800,-0.200,-0.500,
492,11/23/24 10:55:00 AM,-1.075,-0.325,0.225,
493,11/23/24 11:00:00 AM,-1.100,-0.350,-0.075,
494,11/23/24 11:05:00 AM,-0.975,-0.175,0.525,
495,11/23/24 11:10:00 AM,-0.975,-0.250,-0.250,
496,11/23/24 11:15:00 AM,-1.025,-0.525,0.000,
497,11/23/24 11:20:00 AM,-1.025,-0.275,0.100,
498,11/23/24 11:25:00 AM,-0.900,-0.400,0.300,
499,11/23/24 11:30:00 AM,-1.100,-0.300,-0.025,
500,11/23/24 11:35:00 AM,-1.100,-0.325,0.000,
501,11/23/24 11:40:00 AM,-0.950,-0.250,-0.275,
502,11/23/24 11:45:00 AM,-0.975,-0.350,-0.175,
503,11/23/24 11:50:00 AM,-1.025,-0.475,0.125,
504,11/23/24 11:55:00 AM,-0.975,-0.325,-0.200,
505,11/23/24 12:00:00 PM,-0.900,-0.400,0.425,
506,11/23/24 12:05:00 PM,-1.125,-0.375,-0.075,
507,11/23/24 12:10:00 PM,-0.875,-0.525,-0.125,
508,11/23/24 12:15:00 PM,-1.050,-0.250,0.025,
509,11/23/24 12:20:00 PM,-0.975,-0.425,0.175,
510,11/23/24 12:25:00 PM,-1.025,-0.250,-0.250,
511,11/23/24 12:30:00 PM,-1.025,-0.200,-0.100,
512,11/23/24 12:35:00 PM,-1.075,-0.275,-0.225,
513,11/23/24 12:40:00 PM,-0.800,-0.100,-0.400,
514,11/23/24 12:45:00 PM,-1.025,-0.400,-0.025,
515,11/23/24 12:50:00 PM,-1.050,-0.150,-0.100,
516,11/23/24 12:55:00 PM,-1.025,-0.425,0.000,
517,11/23/24 01:00:00 PM,-0.950,0.300,-0.400,
518,11/23/24 01:05:00 PM,-1.050,-0.175,-0.250,
519,11/23/24 01:10:00 PM,-0.975,-0.400,-0.375,
520,11/23/24 01:15:00 PM,-1.050,-0.100,-0.125,
521,11/23/24 01:20:00 PM,-1.100,-0.325,-0.125,
522,11/23/24 01:25:00 PM,-0.850,-0.375,-0.500,
523,11/23/24 01:30:00 PM,-1.050,-0.125,-0.075,
524,11/23/24 01:35:00 PM,-1.100,-0.325,-0.225,
525,11/23/24 01:40:00 PM,-0.925,-0.350,0.025,
526,11/23/24 01:45:00 PM,-1.025,-0.175,-0.100,
527,11/23/24 01:50:00 PM,-1.025,-0.150,0.000,
528,11/23/24 01:55:00 PM,-1.000,-0.125,-0.225,
529,11/23/24 02:00:00 PM,-1.000,-0.325,-0.125,
530,11/23/24 02:05:00 PM,-0.975,-0.325,-0.075,
531,11/23/24 02:10:00 PM,-1.025,-0.250,-0.125,
532,11/23/24 02:15:00 PM,-1.050,-0.275,-0.075,
533,11/23/24 02:20:00 PM,-1.100,-0.250,-0.100,
534,11/23/24 02:25:00 PM,-1.025,-0.250,0.075,
535,11/23/24 02:30:00 PM,-1.025,-0.225,0.025,
536,11/23/24 02:35:00 PM,-0.925,-0.250,0.100,
537,11/23/24 02:40:00 PM,-1.100,-0.250,0.075,
538,11/23/24 02:45:00 PM,-1.050,-0.300,0.025,
539,11/23/24 02:50:00 PM,-1.000,-0.225,-0.075,
540,11/23/24 02:55:00 PM,-1.050,-0.225,0.000,
541,11/23/24 03:00:00 PM,-1.025,-0.325,-0.275,
542,11/23/24 03:05:00 PM,-1.075,-0.250,-0.125,
543,11/23/24 03:10:00 PM,-0.950,-0.200,-0.275,
544,11/23/24 03:15:00 PM,-1.050,-0.425,-0.075,
545,11/23/24 03:20:00 PM,-1.000,-0.200,-0.100,
546,11/23/24 03:25:00 PM,-1.075,-0.050,0.075,
547,11/23/24 03:30:00 PM,-0.975,-0.100,-0.125,
548,11/23/24 03:35:00 PM,-1.100,-0.300,-0.075,
549,11/23/24 03:40:00 PM,-0.800,-0.750,0.200,
550,11/23/24 03:45:00 PM,-1.050,-0.275,-0.050,
551,11/23/24 03:50:00 PM,-1.025,-0.275,-0.075,
552,11/23/24 03:55:00 PM,-1.125,-0.275,0.100,
553,11/23/24 04:00:00 PM,-1.025,-0.200,-0.275,
554,11/23/24 04:05:00 PM,-1.025,-0.275,-0.200,
555,11/23/24 04:10:00 PM,-1.075,-0.250,-0.075,
556,11/23/24 04:15:00 PM,-1.075,-0.300,-0.050,
557,11/23/24 04:20:00 PM,-1.025,-0.175,-0.075,
558,11/23/24 04:25:00 PM,-1.050,-0.150,-0.250,
559,11/23/24 04:30:00 PM,-0.925,-0.125,-0.325,
560,11/23/24 04:35:00 PM,-1.050,-0.375,-0.050,
561,11/23/24 04:40:00 PM,-0.850,-0.625,0.025,
562,11/23/24 04:45:00 PM,-0.975,-0.275,-0.250,
563,11/23/24 04:50:00 PM,-0.900,-0.350,-0.475,
564,11/23/24 04:55:00 PM,-0.900,-0.675,-0.100,
565,11/23/24 05:00:00 PM,-1.025,-0.175,-0.050,
566,11/23/24 05:05:00 PM,-0.975,-0.325,-0.175,
567,11/23/24 05:10:00 PM,-1.025,-0.375,-0.075,
568,11/23/24 05:15:00 PM,-1.025,-0.175,-0.025,
569,11/23/24 05:20:00 PM,-1.050,-0.150,0.025,
570,11/23/24 05:25:00 PM,-1.075,-0.300,0.000,
571,11/23/24 05:30:00 PM,-1.125,-0.150,0.025,
572,11/23/24 05:35:00 PM,-1.050,-0.250,0.000,
573,11/23/24 05:40:00 PM,-1.075,-0.225,0.025,
574,11/23/24 05:45:00 PM,-1.000,-0.275,-0.025,
575,11/23/24 05:50:00 PM,-1.075,-0.325,0.075,
576,11/23/24 05:55:00 PM,-1.050,-0.350,0.125,
577,11/23/24 06:00:00 PM,-1.050,-0.175,-0.250,
578,11/23/24 06:05:00 PM,-1.050,-0.300,0.025,
579,11/23/24 06:10:00 PM,-0.975,-0.250,0.050,
580,11/23/24 06:15:00 PM,-1.025,-0.500,0.075,
581,11/23/24 06:20:00 PM,-1.125,-0.250,0.025,
582,11/23/24 06:25:00 PM,-1.025,-0.275,0.025,
583,11/23/24 06:30:00 PM,-1.100,-0.350,0.025,
584,11/23/24 06:35:00 PM,-1.075,-0.225,0.000,
585,11/23/24 06:40:00 PM,-1.025,-0.200,0.025,
586,11/23/24 06:45:00 PM,-1.000,-0.250,-0.025,
587,11/23/24 06:50:00 PM,-1.025,-0.350,0.025,
588,11/23/24 06:55:00 PM,-1.025,-0.400,0.150,
589,11/23/24 07:00:00 PM,-1.000,-0.275,0.100,
590,11/23/24 07:05:00 PM,-1.075,-0.175,0.025,
591,11/23/24 07:10:00 PM,-1.025,-0.300,-0.025,
592,11/23/24 07:15:00 PM,-1.050,-0.100,0.000,
593,11/23/24 07:20:00 PM,-0.975,-0.400,-0.125,
594,11/23/24 07:25:00 PM,-1.150,-0.275,-0.100,
595,11/23/24 07:30:00 PM,-1.025,-0.250,-0.125,
596,11/23/24 07:35:00 PM,-0.975,-0.325,0.025,
597,11/23/24 07:40:00 PM,-1.000,-0.250,0.025,
598,11/23/24 07:45:00 PM,-0.925,-0.225,-0.475,
599,11/23/24 07:50:00 PM,-0.875,-0.150,-0.400,
600,11/23/24 07:55:00 PM,-1.075,-0.350,0.025,
601,11/23/24 08:00:00 PM,-0.600,-0.950,-0.275,
602,11/23/24 08:05:00 PM,-0.975,-0.475,0.125,
603,11/23/24 08:10:00 PM,-1.100,-0.150,-0.175,
604,11/23/24 08:15:00 PM,-1.025,-0.125,0.000,
605,11/23/24 08:20:00 PM,-1.025,-0.425,-0.050,
606,11/23/24 08:25:00 PM,-1.000,-0.325,0.025,
607,11/23/24 08:30:00 PM,-1.000,-0.350,-0.250,
608,11/23/24 08:35:00 PM,-1.025,-0.225,0.025,
609,11/23/24 08:40:00 PM,-1.025,-0.175,-0.175,
610,11/23/24 08:45:00 PM,-1.000,-0.225,-0.200,
611,11/23/24 08:50:00 PM,-0.975,-0.400,0.025,
612,11/23/24 08:55:00 PM,-0.900,-0.350,-0.100,
613,11/23/24 09:00:00 PM,-1.050,-0.325,-0.050,
614,11/23/24 09:05:00 PM,-1.075,-0.250,0.075,
615,11/23/24 09:10:00 PM,-1.100,-0.475,0.150,
616,11/23/24 09:15:00 PM,-1.125,-0.225,-0.175,
617,11/23/24 09:20:00 PM,-0.975,0.100,-0.550,
618,11/23/24 09:25:00 PM,-0.975,-0.350,-0.125,
619,11/23/24 09:30:00 PM,-1.075,-0.150,-0.275,
620,11/23/24 09:35:00 PM,-1.100,-0.450,0.200,
621,11/23/24 09:40:00 PM,-0.950,-0.375,-0.400,
622,11/23/24 09:45:00 PM,-1.025,-0.225,-0.025,
623,11/23/24 09:50:00 PM,-1.025,0.075,-0.100,
624,11/23/24 09:55:00 PM,-0.725,0.000,0.425,
625,11/23/24 10:00:00 PM,-0.675,-0.475,-0.625,
626,11/23/24 10:05:00 PM,-1.025,-0.425,0.100,
627,11/23/24 10:10:00 PM,-0.850,-0.100,0.225,
628,11/23/24 10:15:00 PM,-1.075,-0.550,0.075,
629,11/23/24 10:20:00 PM,-1.025,-0.175,-0.150,
630,11/23/24 10:25:00 PM,-1.125,-0.275,0.000,
631,11/23/24 10:30:00 PM,-0.975,-0.350,0.025,
632,11/23/24 10:35:00 PM,-1.025,-0.250,-0.200,
633,11/23/24 10:40:00 PM,-1.125,-0.350,0.150,
634,11/23/24 10:45:00 PM,-1.000,-0.525,0.125,
635,11/23/24 10:50:00 PM,-1.175,0.075,-0.150,
636,11/23/24 10:55:00 PM,-1.125,-0.125,-0.025,
637,11/23/24 11:00:00 PM,-0.950,-0.675,-0.150,
638,11/23/24 11:05:00 PM,-0.525,-0.550,0.725,
639,11/23/24 11:10:00 PM,-1.000,-0.050,0.375,
640,11/23/24 11:15:00 PM,-0.800,-0.350,0.675,
641,11/23/24 11:20:00 PM,-1.125,0.075,0.400,
642,11/23/24 11:25:00 PM,-0.825,-0.725,-0.025,
643,11/23/24 11:30:00 PM,-0.800,0.150,0.150,
644,11/23/24 11:35:00 PM,-0.800,-0.250,0.650,
645,11/23/24 11:40:00 PM,-0.700,-0.550,0.625,
646,11/23/24 11:45:00 PM,-1.125,-0.175,0.125,
647,11/23/24 11:50:00 PM,-1.125,-0.400,-0.025,
648,11/23/24 11:55:00 PM,-1.025,-0.150,0.150,
649,11/24/24 12:00:00 AM,-0.975,-0.100,0.600,
650,11/24/24 12:05:00 AM,-1.075,-0.100,0.350,
651,11/24/24 12:10:00 AM,-1.100,0.150,0.100,
652,11/24/24 12:15:00 AM,-0.100,-0.775,-0.875,
653,11/24/24 12:20:00 AM,-1.075,0.125,0.425,
654,11/24/24 12:25:00 AM,-0.425,-0.575,0.825,
655,11/24/24 12:30:00 AM,-1.025,-0.500,0.275,
656,11/24/24 12:35:00 AM,-0.950,-0.200,-0.375,
657,11/24/24 12:40:00 AM,-0.750,-0.475,0.550,
658,11/24/24 12:45:00 AM,-0.500,-0.850,0.575,
659,11/24/24 12:50:00 AM,-0.975,0.100,0.450,
660,11/24/24 12:55:00 AM,-1.150,-0.100,-0.025,
661,11/24/24 01:00:00 AM,-0.975,-0.525,0.425,
662,11/24/24 01:05:00 AM,-1.025,-0.700,0.300,
663,11/24/24 01:10:00 AM,-1.075,-0.475,0.125,
664,11/24/24 01:15:00 AM,-0.850,-0.700,0.150,
665,11/24/24 01:20:00 AM,-0.975,-0.050,0.475,
666,11/24/24 01:25:00 AM,-0.875,-0.725,-0.100,
667,11/24/24 01:30:00 AM,-0.850,-0.600,0.525,
668,11/24/24 01:35:00 AM,-0.875,0.150,0.625,
669,11/24/24 01:40:00 AM,-0.950,0.400,0.025,
670,11/24/24 01:45:00 AM,-1.025,-0.075,0.475,
671,11/24/24 01:50:00 AM,-0.875,-0.450,0.350,
672,11/24/24 01:55:00 AM,-0.175,-0.025,-0.850,
673,11/24/24 02:00:00 AM,0.575,-0.350,-0.700,
674,11/24/24 02:05:00 AM,-1.125,0.075,0.175,
675,11/24/24 02:10:00 AM,-1.150,-0.025,-0.150,
676,11/24/24 02:15:00 AM,-1.125,-0.250,0.200,
677,11/24/24 02:20:00 AM,-0.975,-0.425,-0.025,
678,11/24/24 02:25:00 AM,-0.975,-0.700,0.025,
679,11/24/24 02:30:00 AM,-1.000,-0.600,0.175,
680,11/24/24 02:35:00 AM,-0.875,-0.625,0.350,
681,11/24/24 02:40:00 AM,-1.100,0.100,-0.125,
682,11/24/24 02:45:00 AM,0.350,-0.175,-0.875,
683,11/24/24 02:50:00 AM,-1.025,-0.500,-0.075,
684,11/24/24 02:55:00 AM,-0.975,-0.150,-0.175,
685,11/24/24 03:00:00 AM,-0.975,-0.325,0.225,
686,11/24/24 03:05:00 AM,-1.025,-0.350,-0.100,
687,11/24/24 03:10:00 AM,-1.075,-0.200,0.300,
688,11/24/24 03:15:00 AM,-1.025,-0.050,-0.025,
689,11/24/24 03:20:00 AM,-0.575,-0.300,0.475,
690,11/24/24 03:25:00 AM,-1.100,0.025,0.375,
691,11/24/24 03:30:00 AM,-1.025,-0.075,-0.275,
692,11/24/24 03:35:00 AM,-1.025,-0.400,0.125,
693,11/24/24 03:40:00 AM,-1.000,-0.100,0.500,
694,11/24/24 03:45:00 AM,-0.475,-0.125,0.875,
695,11/24/24 03:50:00 AM,0.575,-0.075,1.025,
696,11/24/24 03:55:00 AM,-1.150,-0.125,-0.175,
697,11/24/24 04:00:00 AM,-1.050,-0.750,0.450,
698,11/24/24 04:05:00 AM,-0.675,-0.225,-0.175,
699,11/24/24 04:10:00 AM,-1.025,-0.475,0.200,
700,11/24/24 04:15:00 AM,-1.000,-0.025,0.225,
701,11/24/24 04:20:00 AM,-0.200,-0.325,0.975,
702,11/24/24 04:25:00 AM,-1.150,-0.300,0.300,
703,11/24/24 04:30:00 AM,-0.300,-0.825,-0.550,
704,11/24/24 04:35:00 AM,-1.150,-0.275,0.175,
705,11/24/24 04:40:00 AM,-1.075,0.300,0.125,
706,11/24/24 04:45:00 AM,0.100,-0.500,0.900,
707,11/24/24 04:50:00 AM,-1.025,-0.125,0.275,
708,11/24/24 04:55:00 AM,-0.950,0.150,0.225,
709,11/24/24 05:00:00 AM,-0.600,-0.725,-0.400,
710,11/24/24 05:05:00 AM,0.525,-0.700,0.550,
711,11/24/24 05:10:00 AM,-1.075,-0.325,0.100,
712,11/24/24 05:15:00 AM,-0.250,-0.025,0.900,
713,11/24/24 05:20:00 AM,0.575,-0.450,0.675,
714,11/24/24 05:25:00 AM,-1.000,0.375,0.550,
715,11/24/24 05:30:00 AM,-1.050,-0.350,0.350,
716,11/24/24 05:35:00 AM,-0.075,0.375,-0.800,
717,11/24/24 05:40:00 AM,-1.000,-0.050,0.575,
718,11/24/24 05:45:00 AM,-1.100,-0.200,0.300,
719,11/24/24 05:50:00 AM,-0.550,-0.025,0.775,
720,11/24/24 05:55:00 AM,-1.000,-0.125,0.500,
721,11/24/24 06:00:00 AM,-0.775,-0.750,0.400,
722,11/24/24 06:05:00 AM,0.050,-0.150,1.075,
723,11/24/24 06:10:00 AM,-0.775,-0.350,-0.525,
724,11/24/24 06:15:00 AM,-0.800,-0.750,-0.150,
725,11/24/24 06:20:00 AM,-1.150,-0.350,0.025,
726,11/24/24 06:25:00 AM,-0.225,-0.900,0.700,
727,11/24/24 06:30:00 AM,-0.625,0.025,-0.675,
728,11/24/24 06:35:00 AM,-0.850,0.050,0.700,
729,11/24/24 06:40:00 AM,-0.675,-0.825,0.125,
730,11/24/24 06:45:00 AM,-1.100,-0.300,-0.325,
731,11/24/24 06:50:00 AM,-0.675,-0.550,-0.675,
732,11/24/24 06:55:00 AM,-0.300,-1.075,-0.225,
733,11/24/24 07:00:00 AM,-0.800,-0.625,0.650,
734,11/24/24 07:05:00 AM,-1.025,-0.500,-0.200,
735,11/24/24 07:10:00 AM,0.725,-0.650,-0.100,
736,11/24/24 07:15:00 AM,0.000,-0.125,-0.175,
737,11/24/24 07:20:00 AM,0.700,-0.125,0.725,
738,11/24/24 07:25:00 AM,-0.900,-0.425,-0.450,
739,11/24/24 07:30:00 AM,-0.725,0.250,-0.400,
740,11/24/24 07:35:00 AM,-1.050,-0.350,0.175,
741,11/24/24 07:40:00 AM,0.375,-1.050,-1.000,
742,11/24/24 07:45:00 AM,-1.075,0.025,0.175,
743,11/24/24 07:50:00 AM,0.125,0.275,-0.900,
744,11/24/24 07:55:00 AM,-0.275,-0.525,-0.725,
745,11/24/24 08:00:00 AM,-0.175,-0.900,0.725,
746,11/24/24 08:05:00 AM,-1.025,-0.250,0.375,
747,11/24/24 08:10:00 AM,0.275,-0.525,0.625,
748,11/24/24 08:15:00 AM,-0.975,-0.425,0.375,
749,11/24/24 08:20:00 AM,-0.900,-0.850,-0.150,
750,11/24/24 08:25:00 AM,-0.975,0.075,-0.400,
751,11/24/24 08:30:00 AM,-0.750,-0.925,-0.050,
752,11/24/24 08:35:00 AM,-1.025,0.025,0.450,
753,11/24/24 08:40:00 AM,-1.000,-0.025,0.575,
754,11/24/24 08:45:00 AM,-1.125,0.100,-0.125,
755,11/24/24 08:50:00 AM,-0.250,-1.050,0.225,
756,11/24/24 08:55:00 AM,-0.825,-0.500,0.475,
757,11/24/24 09:00:00 AM,-0.850,-0.350,0.600,
758,11/24/24 09:05:00 AM,-0.575,0.075,0.850,
759,11/24/24 09:10:00 AM,-1.100,-0.250,0.225,
760,11/24/24 09:15:00 AM,-1.000,-0.575,-0.075,
761,11/24/24 09:20:00 AM,-0.600,-0.550,0.650,
762,11/24/24 09:25:00 AM,-0.925,-0.475,-0.100,
763,11/24/24 09:30:00 AM,-1.025,-0.125,0.300,
764,11/24/24 09:35:00 AM,-0.475,-0.500,-0.650,
765,11/24/24 09:40:00 AM,-0.700,0.400,-0.225,
766,11/24/24 09:45:00 AM,-1.100,-0.125,0.300,
767,11/24/24 09:50:00 AM,-1.025,-0.425,0.075,
768,11/24/24 09:55:00 AM,-1.000,-0.350,-0.125,
769,11/24/24 10:00:00 AM,-0.150,-0.300,-1.025,
770,11/24/24 10:05:00 AM,-0.725,-0.400,-0.100,
771,11/24/24 10:10:00 AM,-1.150,0.075,0.025,
772,11/24/24 10:15:00 AM,-0.900,0.075,-0.275,
773,11/24/24 10:20:00 AM,-0.675,-0.575,-0.425,
774,11/24/24 10:25:00 AM,0.325,-0.425,1.050,
775,11/24/24 10:30:00 AM,-0.850,-0.225,0.600,
776,11/24/24 10:35:00 AM,-0.750,-0.050,0.450,
777,11/24/24 10:40:00 AM,-0.825,-0.025,-0.300,
778,11/24/24 10:45:00 AM,-1.125,0.125,-0.275,
779,11/24/24 10:50:00 AM,-1.000,0.000,0.325,
780,11/24/24 10:55:00 AM,-0.900,-0.075,0.500,
781,11/24/24 11:00:00 AM,-0.925,0.700,0.000,
782,11/24/24 11:05:00 AM,-0.875,-0.175,-0.550,
783,11/24/24 11:10:00 AM,-0.450,0.075,0.975,
784,11/24/24 11:15:00 AM,-1.000,0.100,-0.175,
785,11/24/24 11:20:00 AM,-0.550,0.050,0.875,
786,11/24/24 11:25:00 AM,-1.050,-0.125,0.125,
787,11/24/24 11:30:00 AM,-1.025,-0.075,0.400,
788,11/24/24 11:35:00 AM,-0.975,-0.575,-0.025,
789,11/24/24 11:40:00 AM,-0.750,-0.725,0.100,
790,11/24/24 11:45:00 AM,-0.925,-0.400,-0.450,
791,11/24/24 11:50:00 AM,-0.975,0.050,0.075,
792,11/24/24 11:55:00 AM,-0.125,-0.800,-0.700,
793,11/24/24 12:00:00 PM,-0.600,-0.200,0.825,
794,11/24/24 12:05:00 PM,-0.350,-1.075,-0.025,
795,11/24/24 12:10:00 PM,-1.050,-0.525,0.150,
796,11/24/24 12:15:00 PM,-0.975,-0.400,-0.200,
797,11/24/24 12:20:00 PM,-0.975,-0.275,-0.050,
798,11/24/24 12:25:00 PM,-0.975,-0.400,0.000,
799,11/24/24 12:30:00 PM,-0.925,0.100,-0.450,
800,11/24/24 12:35:00 PM,-1.050,0.150,0.100,
801,11/24/24 12:40:00 PM,-0.950,-0.550,0.075,
802,11/24/24 12:45:00 PM,-1.075,0.150,0.400,
803,11/24/24 12:50:00 PM,-1.075,-0.100,-0.225,
804,11/24/24 12:55:00 PM,0.950,0.275,-0.150,Logged
