ND_min,ND_max,Q_min,Q_max,a280_min,a280_max,a230_min,a230_max,d280_min,d280_max,d230_min,d230_max
-0.67,31.31,0.194,12.7,-0.644,3.651,-15.571,9.015,-1.78975,1.3225,-15.909749999999999,2.7295000000000003
