ND_min,ND_max,Q_min,Q_max,a280_min,a280_max,a230_min,a230_max,d280_min,d280_max,d230_min,d230_max
27.55,204.77,4.36,55.4,1.815,2.197,0.796,3.518,-0.0751,0.17740000000000003,-1.1067,0.8970999999999989
